PaymentID,OrderID,PaymentMethod,PaymentStatus,PaymentDate
6463,6463,COD,Completed,2023-10-27
6464,6464,Wallet,Completed,2024-04-29
6465,6465,Net Banking,Completed,2025-05-07
6466,6466,COD,Completed,2023-06-17
6467,6467,COD,Completed,2023-06-05
6468,6468,Debit Card,Completed,2025-05-15
6469,6469,COD,Completed,2024-08-17
6470,6470,Wallet,Completed,2024-02-05
6471,6471,Wallet,Completed,2023-08-19
6472,6472,Credit Card,Completed,2023-12-17
6473,6473,Net Banking,Completed,2023-03-06
6474,6474,Credit Card,Completed,2023-10-14
6475,6475,Net Banking,Completed,2024-05-13
6476,6476,Net Banking,Completed,2023-08-06
6477,6477,COD,Completed,2024-12-14
6478,6478,COD,Completed,2024-06-01
6479,6479,Debit Card,Completed,2024-06-11
6480,6480,Credit Card,Completed,2023-02-02
6481,6481,Credit Card,Completed,2023-12-05
6482,6482,Credit Card,Completed,2025-05-06
6483,6483,COD,Completed,2023-10-30
6484,6484,Credit Card,Completed,2025-04-21
6485,6485,COD,Completed,2023-04-06
6486,6486,Credit Card,Completed,2024-07-26
6487,6487,Debit Card,Completed,2023-06-10
6488,6488,Wallet,Completed,2024-06-29
6489,6489,COD,Completed,2023-02-06
6490,6490,UPI,Completed,2023-03-05
6491,6491,Net Banking,Completed,2023-02-11
6492,6492,Net Banking,Completed,2023-08-17
6493,6493,COD,Completed,2023-05-12
6494,6494,UPI,Completed,2023-12-10
6495,6495,UPI,Completed,2024-01-07
6496,6496,Debit Card,Completed,2023-05-11
6497,6497,COD,Completed,2024-03-07
6498,6498,Wallet,Completed,2023-12-08
6499,6499,Credit Card,Completed,2023-04-27
6500,6500,Wallet,Completed,2023-08-20
6501,6501,Net Banking,Completed,2024-08-16
6502,6502,Debit Card,Completed,2023-06-26
6503,6503,COD,Completed,2024-10-13
6504,6504,Net Banking,Completed,2025-01-12
6505,6505,COD,Refunded,2023-11-26
6506,6506,COD,Completed,2023-11-28
6507,6507,COD,Completed,2023-08-24
6508,6508,UPI,Completed,2025-05-12
6509,6509,Credit Card,Completed,2023-03-12
6510,6510,Debit Card,Completed,2024-01-09
6511,6511,Credit Card,Completed,2023-02-13
6512,6512,UPI,Completed,2024-04-20
6513,6513,COD,Completed,2025-01-08
6514,6514,Debit Card,Completed,2023-03-25
6515,6515,Debit Card,Completed,2024-03-05
6516,6516,Wallet,Completed,2025-01-18
6517,6517,Credit Card,Completed,2024-05-08
6518,6518,UPI,Completed,2024-11-16
6519,6519,Credit Card,Completed,2023-05-31
6520,6520,Debit Card,Completed,2023-12-09
6521,6521,Net Banking,Completed,2024-10-03
6522,6522,UPI,Completed,2023-06-25
6523,6523,Net Banking,Completed,2024-04-13
6524,6524,Credit Card,Completed,2023-11-04
6525,6525,Debit Card,Completed,2024-03-28
6526,6526,Wallet,Completed,2023-04-12
6527,6527,Wallet,Completed,2024-08-11
6528,6528,Credit Card,Completed,2024-09-11
6529,6529,Net Banking,Completed,2024-07-11
6530,6530,Debit Card,Completed,2025-04-19
6531,6531,Net Banking,Completed,2023-08-22
6532,6532,UPI,Completed,2024-02-05
6533,6533,COD,Refunded,2023-03-08
6534,6534,Wallet,Refunded,2023-06-22
6535,6535,COD,Completed,2024-08-18
6536,6536,Debit Card,Completed,2023-10-12
6537,6537,Net Banking,Completed,2023-03-15
6538,6538,COD,Completed,2023-05-04
6539,6539,COD,Completed,2023-07-30
6540,6540,UPI,Refunded,2023-01-06
6541,6541,Wallet,Completed,2025-06-13
6542,6542,Net Banking,Completed,2024-12-01
6543,6543,COD,Refunded,2025-04-06
6544,6544,UPI,Completed,2025-06-16
6545,6545,Wallet,Completed,2024-10-24
6546,6546,Net Banking,Completed,2024-04-22
6547,6547,Net Banking,Completed,2023-04-20
6548,6548,COD,Completed,2023-01-29
6549,6549,UPI,Completed,2023-03-10
6550,6550,Debit Card,Completed,2024-10-03
6551,6551,UPI,Completed,2024-10-06
6552,6552,UPI,Completed,2024-06-26
6553,6553,Net Banking,Completed,2023-07-01
6554,6554,Credit Card,Completed,2024-12-25
6555,6555,COD,Completed,2023-08-21
6556,6556,Net Banking,Completed,2024-09-16
6557,6557,Credit Card,Completed,2024-07-29
6558,6558,Credit Card,Completed,2025-05-10
6559,6559,Debit Card,Completed,2024-10-10
6560,6560,UPI,Completed,2023-12-26
6561,6561,UPI,Completed,2024-04-16
6562,6562,UPI,Completed,2024-05-11
6563,6563,Wallet,Completed,2023-02-04
6564,6564,Wallet,Completed,2024-07-31
6565,6565,UPI,Completed,2025-06-05
6566,6566,Net Banking,Completed,2024-08-06
6567,6567,Credit Card,Completed,2023-08-30
6568,6568,Credit Card,Completed,2025-03-07
6569,6569,Debit Card,Completed,2023-04-27
6570,6570,Net Banking,Completed,2023-11-02
6571,6571,Credit Card,Completed,2025-04-25
6572,6572,COD,Completed,2023-03-28
6573,6573,Debit Card,Completed,2024-02-29
6574,6574,Debit Card,Completed,2024-10-26
6575,6575,Net Banking,Completed,2024-01-17
6576,6576,Wallet,Completed,2023-03-12
6577,6577,UPI,Completed,2024-03-23
6578,6578,UPI,Completed,2025-01-10
6579,6579,COD,Completed,2025-04-15
6580,6580,Credit Card,Completed,2024-10-02
6581,6581,Wallet,Completed,2025-02-23
6582,6582,Credit Card,Completed,2023-08-14
6583,6583,Debit Card,Completed,2023-03-21
6584,6584,UPI,Completed,2024-06-02
6585,6585,Credit Card,Completed,2024-08-26
6586,6586,UPI,Completed,2024-04-21
6587,6587,Wallet,Completed,2023-10-21
6588,6588,Net Banking,Completed,2025-01-27
6589,6589,Debit Card,Completed,2024-03-28
6590,6590,UPI,Completed,2024-09-07
6591,6591,Net Banking,Completed,2023-08-12
6592,6592,COD,Completed,2024-06-16
6593,6593,UPI,Completed,2023-10-20
6594,6594,Net Banking,Completed,2023-11-18
6595,6595,Net Banking,Completed,2023-03-24
6596,6596,Debit Card,Completed,2024-11-26
6597,6597,Debit Card,Completed,2023-11-01
6598,6598,Debit Card,Completed,2024-04-19
6599,6599,UPI,Completed,2024-06-30
6600,6600,COD,Completed,2024-01-13
6601,6601,Net Banking,Completed,2023-11-27
6602,6602,Wallet,Completed,2024-07-17
6603,6603,COD,Completed,2025-01-11
6604,6604,Debit Card,Refunded,2023-06-11
6605,6605,Net Banking,Completed,2024-06-27
6606,6606,Debit Card,Completed,2023-04-19
6607,6607,Wallet,Completed,2023-03-01
6608,6608,Debit Card,Completed,2024-05-01
6609,6609,UPI,Refunded,2023-02-27
6610,6610,COD,Completed,2025-06-08
6611,6611,UPI,Completed,2024-08-15
6612,6612,UPI,Completed,2024-06-16
6613,6613,Wallet,Completed,2023-01-04
6614,6614,COD,Completed,2024-04-28
6615,6615,Credit Card,Completed,2025-05-25
6616,6616,Credit Card,Completed,2023-10-08
6617,6617,Credit Card,Completed,2024-09-16
6618,6618,COD,Completed,2025-06-01
6619,6619,Credit Card,Completed,2023-07-29
6620,6620,Debit Card,Completed,2024-06-13
6621,6621,Wallet,Completed,2023-12-06
6622,6622,Net Banking,Refunded,2024-04-21
6623,6623,Wallet,Completed,2023-11-14
6624,6624,UPI,Completed,2025-01-29
6625,6625,Debit Card,Refunded,2025-04-12
6626,6626,UPI,Completed,2023-02-12
6627,6627,Debit Card,Completed,2023-09-13
6628,6628,Debit Card,Completed,2024-03-31
6629,6629,Credit Card,Completed,2023-01-23
6630,6630,Net Banking,Completed,2023-06-17
6631,6631,Wallet,Completed,2023-02-16
6632,6632,UPI,Completed,2024-06-21
6633,6633,Debit Card,Completed,2023-07-09
6634,6634,Wallet,Completed,2023-11-15
6635,6635,COD,Completed,2024-12-26
6636,6636,Debit Card,Completed,2025-01-13
6637,6637,UPI,Completed,2023-04-18
6638,6638,Credit Card,Completed,2023-02-26
6639,6639,Credit Card,Completed,2023-08-18
6640,6640,COD,Completed,2024-07-17
6641,6641,Debit Card,Completed,2025-06-19
6642,6642,Net Banking,Refunded,2024-01-01
6643,6643,Debit Card,Completed,2024-07-30
6644,6644,Net Banking,Completed,2025-03-18
6645,6645,Net Banking,Completed,2023-11-09
6646,6646,COD,Completed,2023-07-10
6647,6647,Net Banking,Completed,2024-01-17
6648,6648,Net Banking,Refunded,2023-02-10
6649,6649,Credit Card,Completed,2024-06-14
6650,6650,Credit Card,Completed,2023-12-10
6651,6651,Net Banking,Completed,2023-07-27
6652,6652,Debit Card,Completed,2025-02-03
6653,6653,UPI,Completed,2024-12-10
6654,6654,Debit Card,Completed,2024-12-08
6655,6655,Debit Card,Completed,2025-02-10
6656,6656,Wallet,Completed,2024-01-28
6657,6657,Credit Card,Completed,2024-01-25
6658,6658,Debit Card,Completed,2023-08-31
6659,6659,Net Banking,Completed,2024-01-18
6660,6660,COD,Refunded,2023-02-13
6661,6661,Net Banking,Completed,2024-01-27
6662,6662,UPI,Completed,2024-02-10
6663,6663,Wallet,Completed,2023-05-21
6664,6664,Wallet,Completed,2024-11-04
6665,6665,Credit Card,Completed,2025-01-02
6666,6666,COD,Completed,2024-09-22
6667,6667,Wallet,Completed,2023-02-11
6668,6668,Credit Card,Completed,2024-07-01
6669,6669,Wallet,Completed,2023-05-16
6670,6670,UPI,Refunded,2024-02-15
6671,6671,COD,Completed,2024-08-16
6672,6672,UPI,Completed,2023-06-09
6673,6673,Wallet,Completed,2023-04-14
6674,6674,Credit Card,Completed,2025-03-01
6675,6675,COD,Completed,2025-03-12
6676,6676,Credit Card,Completed,2024-09-04
6677,6677,UPI,Completed,2024-12-08
6678,6678,UPI,Completed,2023-06-03
6679,6679,UPI,Completed,2025-02-18
6680,6680,Credit Card,Completed,2024-02-15
6681,6681,Credit Card,Completed,2023-04-24
6682,6682,Credit Card,Completed,2023-01-14
6683,6683,Net Banking,Completed,2023-02-11
6684,6684,Credit Card,Refunded,2023-12-18
6685,6685,COD,Completed,2023-10-23
6686,6686,UPI,Completed,2024-03-20
6687,6687,Debit Card,Completed,2025-01-16
6688,6688,Debit Card,Completed,2023-01-14
6689,6689,UPI,Completed,2023-03-26
6690,6690,Debit Card,Completed,2024-08-01
6691,6691,COD,Completed,2024-01-07
6692,6692,Debit Card,Completed,2024-05-17
6693,6693,UPI,Completed,2025-04-16
6694,6694,Wallet,Completed,2024-01-01
6695,6695,Net Banking,Completed,2023-02-26
6696,6696,Credit Card,Completed,2024-04-30
6697,6697,Wallet,Completed,2023-03-09
6698,6698,COD,Completed,2025-01-30
6699,6699,Net Banking,Completed,2024-08-07
6700,6700,Credit Card,Completed,2023-07-17
6701,6701,Wallet,Completed,2023-03-01
6702,6702,Net Banking,Completed,2025-03-26
6703,6703,COD,Completed,2024-11-17
6704,6704,Credit Card,Completed,2024-01-08
6705,6705,Debit Card,Completed,2023-10-26
6706,6706,UPI,Completed,2024-08-16
6707,6707,Credit Card,Completed,2023-12-15
6708,6708,Debit Card,Refunded,2024-12-01
6709,6709,COD,Completed,2024-11-12
6710,6710,Net Banking,Completed,2023-10-06
6711,6711,COD,Refunded,2025-05-20
6712,6712,Net Banking,Completed,2024-10-20
6713,6713,Wallet,Completed,2025-02-28
6714,6714,Debit Card,Completed,2023-05-13
6715,6715,Wallet,Completed,2023-04-24
6716,6716,Net Banking,Completed,2023-11-17
6717,6717,Net Banking,Refunded,2023-03-29
6718,6718,Wallet,Completed,2023-05-18
6719,6719,Wallet,Completed,2025-01-21
6720,6720,COD,Completed,2025-06-03
6721,6721,Wallet,Completed,2023-06-18
6722,6722,Wallet,Refunded,2024-08-20
6723,6723,Wallet,Completed,2024-03-18
6724,6724,Credit Card,Completed,2024-06-12
6725,6725,Debit Card,Completed,2024-02-16
6726,6726,Debit Card,Completed,2025-04-21
6727,6727,Net Banking,Completed,2024-12-16
6728,6728,Credit Card,Completed,2023-08-29
6729,6729,Debit Card,Completed,2025-02-25
6730,6730,Credit Card,Completed,2024-06-22
6731,6731,Wallet,Completed,2024-02-06
6732,6732,Net Banking,Completed,2024-02-24
6733,6733,Wallet,Completed,2025-05-24
6734,6734,COD,Completed,2024-01-17
6735,6735,Debit Card,Completed,2024-09-07
6736,6736,Debit Card,Completed,2023-06-27
6737,6737,Wallet,Completed,2024-05-26
6738,6738,Credit Card,Completed,2024-10-16
6739,6739,Credit Card,Completed,2024-11-27
6740,6740,UPI,Refunded,2023-01-20
6741,6741,Net Banking,Completed,2023-07-24
6742,6742,Wallet,Completed,2023-06-11
6743,6743,Wallet,Completed,2024-09-18
6744,6744,UPI,Completed,2023-03-21
6745,6745,Credit Card,Completed,2024-02-05
6746,6746,Debit Card,Refunded,2024-09-20
6747,6747,Credit Card,Completed,2023-06-05
6748,6748,Net Banking,Completed,2023-08-23
6749,6749,Credit Card,Completed,2024-10-24
6750,6750,Credit Card,Completed,2024-11-05
6751,6751,Debit Card,Completed,2024-12-23
6752,6752,COD,Completed,2024-11-24
6753,6753,Net Banking,Completed,2023-09-01
6754,6754,Wallet,Completed,2024-05-02
6755,6755,Credit Card,Completed,2023-02-08
6756,6756,Net Banking,Completed,2024-02-17
6757,6757,Credit Card,Completed,2024-05-03
6758,6758,COD,Completed,2025-03-20
6759,6759,Net Banking,Completed,2024-12-16
6760,6760,Wallet,Completed,2024-04-24
6761,6761,COD,Completed,2025-05-12
6762,6762,Debit Card,Completed,2023-10-30
6763,6763,Debit Card,Completed,2023-10-31
6764,6764,Credit Card,Completed,2024-01-23
6765,6765,Wallet,Completed,2025-05-05
6766,6766,Debit Card,Completed,2024-03-04
6767,6767,Net Banking,Completed,2025-05-31
6768,6768,Credit Card,Completed,2024-07-31
6769,6769,UPI,Completed,2023-01-26
6770,6770,UPI,Completed,2023-12-18
6771,6771,Debit Card,Completed,2024-07-26
6772,6772,Debit Card,Refunded,2023-10-05
6773,6773,COD,Completed,2025-04-07
6774,6774,Wallet,Completed,2025-02-12
6775,6775,Credit Card,Completed,2025-03-08
6776,6776,Debit Card,Completed,2024-05-31
6777,6777,Credit Card,Completed,2023-05-27
6778,6778,Wallet,Completed,2023-02-27
6779,6779,Net Banking,Completed,2024-03-24
6780,6780,Debit Card,Completed,2024-11-28
6781,6781,UPI,Refunded,2024-12-25
6782,6782,Net Banking,Completed,2023-06-16
6783,6783,Wallet,Completed,2024-02-25
6784,6784,Net Banking,Completed,2024-05-26
6785,6785,Debit Card,Completed,2025-02-17
6786,6786,Net Banking,Completed,2024-06-08
6787,6787,Debit Card,Completed,2023-06-07
6788,6788,Net Banking,Completed,2023-10-28
6789,6789,COD,Completed,2024-01-11
6790,6790,UPI,Completed,2024-04-24
6791,6791,Credit Card,Completed,2024-07-05
6792,6792,Debit Card,Completed,2024-08-16
6793,6793,Debit Card,Completed,2024-05-04
6794,6794,Net Banking,Completed,2024-03-01
6795,6795,Credit Card,Completed,2023-06-27
6796,6796,Credit Card,Completed,2025-06-19
6797,6797,Wallet,Completed,2023-01-03
6798,6798,Net Banking,Completed,2023-09-25
6799,6799,Net Banking,Completed,2024-03-25
6800,6800,Wallet,Completed,2023-08-24
6801,6801,Debit Card,Completed,2024-05-16
6802,6802,Wallet,Completed,2023-01-06
6803,6803,COD,Refunded,2023-06-13
6804,6804,UPI,Completed,2023-03-22
6805,6805,Wallet,Completed,2024-08-13
6806,6806,Wallet,Completed,2025-05-04
6807,6807,Net Banking,Completed,2023-06-09
6808,6808,Credit Card,Completed,2024-03-01
6809,6809,Credit Card,Completed,2024-12-02
6810,6810,UPI,Completed,2024-10-11
6811,6811,Wallet,Completed,2023-06-16
6812,6812,UPI,Completed,2024-06-16
6813,6813,COD,Completed,2024-07-02
6814,6814,Wallet,Completed,2025-02-14
6815,6815,Wallet,Completed,2024-07-08
6816,6816,Credit Card,Completed,2023-01-02
6817,6817,Net Banking,Completed,2024-04-02
6818,6818,Net Banking,Completed,2024-11-22
6819,6819,Net Banking,Completed,2024-05-09
6820,6820,Debit Card,Completed,2023-02-12
6821,6821,Net Banking,Completed,2025-05-12
6822,6822,Net Banking,Completed,2023-05-26
6823,6823,Debit Card,Completed,2024-04-21
6824,6824,Net Banking,Completed,2023-07-14
6825,6825,COD,Completed,2024-02-05
6826,6826,Credit Card,Refunded,2024-12-04
6827,6827,UPI,Completed,2024-06-03
6828,6828,Wallet,Completed,2025-05-10
6829,6829,Debit Card,Completed,2024-04-27
6830,6830,Credit Card,Completed,2024-01-26
6831,6831,UPI,Completed,2024-02-01
6832,6832,Credit Card,Completed,2023-10-25
6833,6833,Net Banking,Completed,2024-12-15
6834,6834,Credit Card,Completed,2023-08-03
6835,6835,UPI,Completed,2024-07-20
6836,6836,COD,Completed,2023-09-21
6837,6837,Credit Card,Completed,2024-03-31
6838,6838,COD,Completed,2024-06-23
6839,6839,UPI,Completed,2023-08-27
6840,6840,Wallet,Completed,2024-01-07
6841,6841,COD,Completed,2024-11-29
6842,6842,Credit Card,Completed,2025-03-24
6843,6843,Credit Card,Completed,2023-06-11
6844,6844,Credit Card,Completed,2024-01-05
6845,6845,Debit Card,Completed,2024-04-12
6846,6846,Net Banking,Completed,2025-06-05
6847,6847,Credit Card,Completed,2024-05-21
6848,6848,UPI,Completed,2023-01-22
6849,6849,COD,Completed,2024-10-13
6850,6850,Credit Card,Completed,2024-03-11
6851,6851,COD,Completed,2024-12-03
6852,6852,COD,Completed,2024-02-15
6853,6853,Wallet,Completed,2024-08-17
6854,6854,COD,Completed,2024-03-21
6855,6855,Net Banking,Completed,2024-07-22
6856,6856,UPI,Refunded,2023-07-27
6857,6857,Wallet,Refunded,2023-11-03
6858,6858,Debit Card,Completed,2023-02-08
6859,6859,COD,Completed,2023-10-22
6860,6860,UPI,Refunded,2023-12-04
6861,6861,Wallet,Completed,2023-03-05
6862,6862,UPI,Completed,2023-04-14
6863,6863,Credit Card,Completed,2023-10-02
6864,6864,COD,Completed,2024-05-22
6865,6865,Wallet,Completed,2024-08-18
6866,6866,UPI,Completed,2023-03-28
6867,6867,UPI,Completed,2025-04-24
6868,6868,Wallet,Completed,2023-07-20
6869,6869,Net Banking,Completed,2023-05-20
6870,6870,Wallet,Completed,2023-03-25
6871,6871,Debit Card,Completed,2023-10-30
6872,6872,UPI,Completed,2024-11-12
6873,6873,Wallet,Completed,2025-06-19
6874,6874,Net Banking,Completed,2023-02-10
6875,6875,Debit Card,Completed,2024-10-17
6876,6876,Credit Card,Refunded,2023-05-10
6877,6877,COD,Completed,2025-05-26
6878,6878,UPI,Completed,2023-05-12
6879,6879,Credit Card,Completed,2023-04-25
6880,6880,Debit Card,Completed,2024-07-11
6881,6881,Net Banking,Completed,2024-04-08
6882,6882,COD,Completed,2025-04-23
6883,6883,Net Banking,Completed,2024-05-12
6884,6884,Debit Card,Completed,2023-10-13
6885,6885,COD,Completed,2025-02-14
6886,6886,Net Banking,Refunded,2025-02-03
6887,6887,Credit Card,Completed,2024-09-16
6888,6888,Wallet,Completed,2024-09-30
6889,6889,Debit Card,Completed,2023-12-11
6890,6890,Debit Card,Completed,2024-01-28
6891,6891,COD,Completed,2025-05-03
6892,6892,Net Banking,Refunded,2025-03-14
6893,6893,UPI,Completed,2024-12-07
6894,6894,Net Banking,Completed,2024-05-30
6895,6895,Credit Card,Completed,2023-09-19
6896,6896,Credit Card,Completed,2025-01-21
6897,6897,Net Banking,Completed,2024-04-11
6898,6898,Net Banking,Completed,2024-03-18
6899,6899,Debit Card,Completed,2023-10-20
6900,6900,Credit Card,Completed,2023-04-07
6901,6901,Credit Card,Completed,2025-05-23
6902,6902,UPI,Completed,2023-12-16
6903,6903,Net Banking,Completed,2023-09-16
6904,6904,Debit Card,Completed,2024-07-16
6905,6905,Net Banking,Completed,2023-05-25
6906,6906,Debit Card,Completed,2025-02-27
6907,6907,Net Banking,Refunded,2023-09-11
6908,6908,Debit Card,Completed,2024-12-09
6909,6909,Wallet,Completed,2024-11-09
6910,6910,COD,Completed,2024-04-30
6911,6911,Net Banking,Completed,2023-08-24
6912,6912,Net Banking,Completed,2023-09-08
6913,6913,Credit Card,Completed,2024-05-02
6914,6914,Credit Card,Completed,2025-01-04
6915,6915,Debit Card,Completed,2024-11-19
6916,6916,Debit Card,Completed,2024-08-05
6917,6917,COD,Completed,2024-03-17
6918,6918,Credit Card,Refunded,2025-05-26
6919,6919,Debit Card,Completed,2023-03-25
6920,6920,Wallet,Completed,2023-10-23
6921,6921,Credit Card,Completed,2023-05-07
6922,6922,COD,Completed,2023-06-29
6923,6923,UPI,Completed,2024-09-15
6924,6924,COD,Completed,2023-02-09
6925,6925,COD,Completed,2023-08-03
6926,6926,Credit Card,Completed,2025-03-24
6927,6927,Wallet,Completed,2024-11-02
6928,6928,UPI,Completed,2023-08-11
6929,6929,Debit Card,Completed,2023-01-12
6930,6930,Debit Card,Completed,2023-12-09
6931,6931,COD,Completed,2024-02-11
6932,6932,Net Banking,Completed,2024-07-29
6933,6933,Net Banking,Completed,2025-01-15
6934,6934,COD,Completed,2024-08-23
6935,6935,Credit Card,Completed,2024-12-31
6936,6936,Credit Card,Completed,2025-04-10
6937,6937,Debit Card,Refunded,2025-01-29
6938,6938,Wallet,Completed,2025-01-31
6939,6939,COD,Completed,2025-02-26
6940,6940,UPI,Completed,2023-03-28
6941,6941,UPI,Completed,2024-09-05
6942,6942,Wallet,Completed,2024-09-05
6943,6943,COD,Completed,2024-09-17
6944,6944,Wallet,Completed,2023-09-14
6945,6945,Credit Card,Completed,2023-04-01
6946,6946,Net Banking,Completed,2023-08-21
6947,6947,COD,Completed,2023-04-20
6948,6948,Net Banking,Completed,2023-02-14
6949,6949,UPI,Refunded,2024-11-26
6950,6950,Net Banking,Refunded,2023-06-17
6951,6951,UPI,Completed,2023-04-03
6952,6952,UPI,Completed,2024-09-21
6953,6953,COD,Completed,2024-09-25
6954,6954,Wallet,Completed,2025-04-25
6955,6955,COD,Completed,2023-05-08
6956,6956,UPI,Completed,2024-08-25
6957,6957,Debit Card,Completed,2024-10-31
6958,6958,Wallet,Completed,2024-05-25
6959,6959,Debit Card,Completed,2024-11-12
6960,6960,Debit Card,Completed,2025-04-07
6961,6961,Net Banking,Completed,2023-04-16
6962,6962,UPI,Completed,2024-06-06
6963,6963,Debit Card,Completed,2024-09-18
6964,6964,COD,Completed,2023-10-09
6965,6965,Wallet,Completed,2023-06-09
6966,6966,Wallet,Completed,2025-05-23
6967,6967,Debit Card,Completed,2024-05-07
6968,6968,Net Banking,Completed,2025-04-16
6969,6969,UPI,Completed,2023-04-21
6970,6970,COD,Completed,2025-04-25
6971,6971,COD,Completed,2024-05-04
6972,6972,Debit Card,Completed,2024-02-24
6973,6973,Net Banking,Completed,2025-03-05
6974,6974,Wallet,Completed,2025-04-14
6975,6975,COD,Completed,2023-12-26
6976,6976,Credit Card,Completed,2023-01-13
6977,6977,Wallet,Refunded,2023-06-14
6978,6978,Debit Card,Completed,2025-05-18
6979,6979,Wallet,Completed,2023-01-17
6980,6980,Net Banking,Completed,2024-02-13
6981,6981,Wallet,Completed,2025-01-25
6982,6982,COD,Completed,2024-11-20
6983,6983,Credit Card,Completed,2023-08-29
6984,6984,Wallet,Completed,2023-08-10
6985,6985,Debit Card,Completed,2024-06-28
6986,6986,UPI,Completed,2024-09-01
6987,6987,UPI,Completed,2025-04-22
6988,6988,Net Banking,Completed,2023-02-11
6989,6989,Credit Card,Completed,2023-10-07
6990,6990,Net Banking,Completed,2023-01-20
6991,6991,Credit Card,Completed,2025-03-14
6992,6992,COD,Completed,2023-03-06
6993,6993,Debit Card,Completed,2024-05-07
6994,6994,Credit Card,Completed,2025-02-20
6995,6995,UPI,Completed,2023-11-26
6996,6996,Debit Card,Completed,2023-06-28
6997,6997,Credit Card,Completed,2024-04-03
6998,6998,Wallet,Completed,2023-05-01
6999,6999,Debit Card,Completed,2025-06-08
7000,7000,Net Banking,Completed,2024-10-14
7001,7001,Wallet,Refunded,2025-01-03
7002,7002,Wallet,Completed,2024-12-30
7003,7003,Debit Card,Completed,2023-02-13
7004,7004,UPI,Completed,2025-02-23
7005,7005,Credit Card,Completed,2024-01-30
7006,7006,Net Banking,Completed,2024-08-21
7007,7007,Debit Card,Completed,2025-04-28
7008,7008,UPI,Completed,2024-07-25
7009,7009,Wallet,Completed,2025-04-29
7010,7010,COD,Completed,2025-03-08
7011,7011,Credit Card,Completed,2023-04-05
7012,7012,Debit Card,Completed,2023-08-28
7013,7013,Wallet,Completed,2023-12-26
7014,7014,Credit Card,Completed,2023-11-01
7015,7015,Net Banking,Completed,2023-04-14
7016,7016,Wallet,Completed,2024-12-02
7017,7017,Credit Card,Completed,2023-04-08
7018,7018,Wallet,Completed,2025-05-29
7019,7019,Debit Card,Completed,2024-09-29
7020,7020,Credit Card,Completed,2025-03-18
7021,7021,Debit Card,Completed,2024-08-02
7022,7022,UPI,Completed,2024-04-04
7023,7023,UPI,Completed,2023-05-31
7024,7024,Credit Card,Completed,2025-05-06
7025,7025,Wallet,Completed,2025-02-08
7026,7026,COD,Completed,2024-11-25
7027,7027,Credit Card,Completed,2023-09-18
7028,7028,Net Banking,Completed,2025-05-19
7029,7029,Net Banking,Completed,2024-08-03
7030,7030,Debit Card,Completed,2024-01-17
7031,7031,Net Banking,Completed,2024-08-18
7032,7032,Wallet,Completed,2023-08-03
7033,7033,Credit Card,Completed,2023-10-06
7034,7034,Debit Card,Completed,2024-12-29
7035,7035,Debit Card,Completed,2024-11-04
7036,7036,Wallet,Completed,2025-03-18
7037,7037,COD,Completed,2024-02-16
7038,7038,Credit Card,Completed,2024-02-25
7039,7039,COD,Completed,2023-04-13
7040,7040,Credit Card,Completed,2023-02-10
7041,7041,UPI,Completed,2024-11-01
7042,7042,Debit Card,Completed,2023-02-19
7043,7043,Net Banking,Completed,2023-01-26
7044,7044,Debit Card,Completed,2024-07-31
7045,7045,COD,Completed,2024-04-13
7046,7046,Debit Card,Completed,2025-05-07
7047,7047,Debit Card,Completed,2023-10-12
7048,7048,Credit Card,Refunded,2024-02-28
7049,7049,Net Banking,Completed,2023-02-03
7050,7050,COD,Completed,2023-05-30
7051,7051,Net Banking,Completed,2025-04-05
7052,7052,Net Banking,Refunded,2024-08-30
7053,7053,Debit Card,Completed,2024-12-01
7054,7054,COD,Completed,2024-03-30
7055,7055,Wallet,Completed,2023-10-25
7056,7056,Credit Card,Completed,2023-01-02
7057,7057,Debit Card,Completed,2023-08-20
7058,7058,Net Banking,Completed,2023-08-07
7059,7059,UPI,Completed,2023-07-21
7060,7060,COD,Completed,2023-02-23
7061,7061,Credit Card,Completed,2024-08-24
7062,7062,Wallet,Completed,2024-10-09
7063,7063,Credit Card,Completed,2024-07-28
7064,7064,Credit Card,Completed,2023-01-09
7065,7065,Wallet,Completed,2024-07-12
7066,7066,Wallet,Completed,2023-09-28
7067,7067,Wallet,Completed,2024-08-26
7068,7068,COD,Completed,2023-01-06
7069,7069,UPI,Completed,2025-01-01
7070,7070,Net Banking,Completed,2024-03-03
7071,7071,UPI,Completed,2023-07-09
7072,7072,Credit Card,Completed,2023-04-07
7073,7073,COD,Completed,2023-08-22
7074,7074,COD,Completed,2023-04-02
7075,7075,UPI,Completed,2025-06-02
7076,7076,Credit Card,Completed,2024-10-30
7077,7077,Debit Card,Completed,2023-11-12
7078,7078,Debit Card,Completed,2023-10-05
7079,7079,Debit Card,Completed,2025-06-15
7080,7080,UPI,Completed,2024-01-08
7081,7081,COD,Completed,2023-09-14
7082,7082,Net Banking,Completed,2024-02-27
7083,7083,Net Banking,Completed,2023-11-29
7084,7084,UPI,Completed,2023-01-08
7085,7085,Debit Card,Completed,2024-06-23
7086,7086,Debit Card,Completed,2024-07-18
7087,7087,Credit Card,Completed,2024-02-29
7088,7088,UPI,Completed,2023-05-14
7089,7089,Net Banking,Completed,2023-01-25
7090,7090,Debit Card,Completed,2023-06-10
7091,7091,Wallet,Completed,2023-07-03
7092,7092,Credit Card,Completed,2024-02-12
