ReturnID,OrderID,ReturnReason,ReturnDate,RefundStatus
594,506,Damaged Product,2023-06-25,Rejected
595,11859,Changed Mind,2024-12-08,Refunded
596,12670,Quality Issue,2023-06-30,Refunded
597,7705,Size Issue,2023-04-21,Rejected
598,635,Changed Mind,2023-11-10,Rejected
599,18765,Size Issue,2024-06-30,Rejected
600,16511,Damaged Product,2023-11-19,Refunded
601,15939,Late Delivery,2024-03-26,Refunded
602,8950,Late Delivery,2025-05-14,Pending
603,12286,Changed Mind,2024-02-06,Refunded
604,13848,Changed Mind,2023-04-15,Refunded
605,8331,Changed Mind,2024-09-13,Refunded
606,7791,Damaged Product,2023-01-28,Refunded
607,12052,Quality Issue,2025-05-08,Pending
608,4293,Changed Mind,2023-05-06,Rejected
609,14873,Damaged Product,2023-11-12,Refunded
610,10258,Size Issue,2024-11-25,Rejected
611,15955,Wrong Item,2025-03-28,Refunded
612,18073,Late Delivery,2024-10-11,Pending
613,6576,Size Issue,2024-10-10,Rejected
614,19812,Wrong Item,2023-10-03,Pending
615,2638,Late Delivery,2023-02-19,Pending
616,17921,Changed Mind,2024-04-21,Refunded
617,13399,Changed Mind,2025-02-04,Pending
618,6908,Late Delivery,2023-04-15,Rejected
619,7707,Damaged Product,2024-11-20,Pending
620,1511,Wrong Item,2025-02-17,Pending
621,1653,Quality Issue,2023-08-15,Rejected
622,7522,Damaged Product,2024-04-30,Refunded
623,16694,Damaged Product,2023-04-23,Refunded
624,6330,Size Issue,2023-01-16,Refunded
625,12157,Wrong Item,2023-04-28,Rejected
626,18045,Wrong Item,2024-09-14,Refunded
627,18229,Size Issue,2024-10-06,Rejected
628,19145,Size Issue,2025-04-05,Rejected
629,8776,Damaged Product,2025-03-25,Rejected
630,18331,Quality Issue,2023-05-24,Refunded
631,10366,Wrong Item,2023-04-06,Pending
632,5511,Damaged Product,2023-09-14,Refunded
633,12907,Quality Issue,2025-01-02,Rejected
634,17039,Wrong Item,2023-08-14,Refunded
635,18016,Wrong Item,2024-02-16,Pending
636,11771,Late Delivery,2024-07-01,Pending
637,10689,Size Issue,2023-06-06,Refunded
638,14388,Wrong Item,2025-01-29,Rejected
639,4445,Late Delivery,2023-12-13,Refunded
640,8784,Wrong Item,2024-11-12,Pending
641,3752,Quality Issue,2024-07-03,Refunded
642,6118,Damaged Product,2024-10-23,Pending
643,14765,Quality Issue,2025-02-12,Pending
644,4854,Damaged Product,2024-03-07,Rejected
645,8323,Changed Mind,2023-02-25,Refunded
646,17429,Quality Issue,2024-01-21,Pending
647,16106,Damaged Product,2023-06-03,Rejected
648,16224,Changed Mind,2025-01-23,Pending
649,9844,Damaged Product,2025-01-09,Pending
650,351,Damaged Product,2023-12-24,Rejected
651,16710,Wrong Item,2023-11-13,Rejected
652,3526,Changed Mind,2024-08-18,Refunded
653,1775,Size Issue,2023-10-14,Pending
654,7797,Damaged Product,2023-07-22,Refunded
655,3564,Wrong Item,2025-05-22,Pending
656,8915,Wrong Item,2023-04-06,Rejected
657,13137,Changed Mind,2024-08-10,Refunded
658,18206,Quality Issue,2023-07-17,Refunded
659,16014,Quality Issue,2023-12-15,Pending
660,12706,Size Issue,2024-03-23,Refunded
661,8553,Late Delivery,2023-09-07,Rejected
662,18998,Damaged Product,2023-11-28,Refunded
663,13301,Wrong Item,2024-06-28,Pending
664,12352,Wrong Item,2023-10-09,Pending
665,11564,Changed Mind,2023-03-25,Pending
666,17307,Changed Mind,2025-05-05,Refunded
667,17565,Changed Mind,2023-01-17,Refunded
668,606,Changed Mind,2024-04-25,Refunded
669,15227,Wrong Item,2023-01-26,Pending
670,16635,Size Issue,2023-03-27,Pending
671,11247,Quality Issue,2024-11-01,Rejected
672,2479,Quality Issue,2025-01-05,Pending
673,2888,Size Issue,2024-02-12,Rejected
674,6357,Size Issue,2024-10-08,Rejected
675,1226,Changed Mind,2023-08-03,Pending
676,15366,Changed Mind,2024-12-16,Rejected
677,3214,Damaged Product,2025-02-01,Pending
678,11170,Wrong Item,2024-03-08,Rejected
679,13959,Quality Issue,2024-10-16,Rejected
680,4535,Quality Issue,2024-03-17,Rejected
681,11370,Quality Issue,2023-09-09,Rejected
682,3636,Changed Mind,2024-08-24,Rejected
683,17450,Damaged Product,2025-05-27,Pending
684,17377,Size Issue,2024-08-11,Pending
685,2142,Late Delivery,2024-12-17,Pending
686,2530,Quality Issue,2024-02-02,Rejected
687,9202,Changed Mind,2024-11-05,Rejected
688,4393,Changed Mind,2023-03-05,Rejected
689,4861,Quality Issue,2023-03-07,Refunded
690,14830,Changed Mind,2024-04-29,Refunded
691,10317,Changed Mind,2023-07-23,Pending
692,19960,Quality Issue,2023-08-13,Pending
693,4097,Changed Mind,2023-05-05,Rejected
694,17529,Quality Issue,2024-11-09,Pending
695,3540,Damaged Product,2023-07-03,Rejected
696,10168,Size Issue,2024-10-10,Rejected
697,1477,Wrong Item,2025-04-07,Refunded
698,11974,Wrong Item,2025-05-12,Pending
699,13310,Damaged Product,2024-08-28,Refunded
700,16572,Quality Issue,2023-06-26,Refunded
701,6232,Late Delivery,2023-05-14,Refunded
702,5117,Quality Issue,2024-12-14,Rejected
703,1351,Late Delivery,2023-07-20,Refunded
704,4000,Damaged Product,2024-08-18,Pending
705,1851,Late Delivery,2024-03-14,Rejected
706,7218,Damaged Product,2025-06-13,Pending
707,15662,Changed Mind,2025-01-14,Refunded
708,18102,Quality Issue,2024-03-22,Rejected
709,4119,Changed Mind,2024-01-02,Rejected
710,18127,Size Issue,2025-04-21,Refunded
711,1814,Size Issue,2023-05-04,Refunded
712,6913,Late Delivery,2024-01-24,Rejected
713,16587,Changed Mind,2025-06-18,Refunded
714,15629,Changed Mind,2023-01-14,Pending
715,4945,Changed Mind,2025-03-15,Pending
716,11644,Changed Mind,2023-11-23,Rejected
717,9050,Changed Mind,2024-03-04,Pending
718,19346,Size Issue,2023-02-20,Refunded
719,7935,Late Delivery,2024-11-08,Refunded
720,3807,Changed Mind,2023-04-05,Pending
721,15333,Size Issue,2024-08-13,Rejected
722,15726,Size Issue,2023-05-20,Refunded
723,13858,Size Issue,2023-06-17,Refunded
724,11143,Late Delivery,2024-06-03,Refunded
725,178,Size Issue,2023-07-18,Refunded
726,7725,Size Issue,2024-11-18,Refunded
727,9012,Quality Issue,2024-08-16,Rejected
728,18003,Wrong Item,2024-11-08,Refunded
729,13060,Late Delivery,2024-04-24,Rejected
730,12320,Damaged Product,2025-04-28,Pending
731,2447,Damaged Product,2025-02-15,Rejected
732,7630,Quality Issue,2024-04-17,Pending
733,5256,Changed Mind,2023-11-28,Refunded
734,11119,Damaged Product,2024-01-09,Rejected
735,8578,Late Delivery,2023-01-13,Rejected
736,15383,Size Issue,2024-12-25,Pending
737,5699,Size Issue,2024-02-01,Pending
738,11082,Damaged Product,2024-08-03,Rejected
739,3617,Wrong Item,2025-03-07,Rejected
740,4576,Quality Issue,2023-06-25,Pending
741,3555,Wrong Item,2024-11-22,Refunded
742,7374,Damaged Product,2023-06-17,Refunded
743,15358,Late Delivery,2024-04-05,Rejected
744,12660,Late Delivery,2025-03-15,Pending
745,10190,Damaged Product,2023-09-19,Refunded
746,13256,Late Delivery,2023-12-12,Pending
747,8046,Size Issue,2023-04-23,Refunded
748,18114,Late Delivery,2023-01-29,Pending
749,751,Size Issue,2023-02-17,Pending
750,6850,Wrong Item,2024-12-29,Refunded
751,5472,Damaged Product,2024-03-14,Pending
752,12888,Size Issue,2025-05-02,Refunded
753,15435,Quality Issue,2024-06-04,Pending
754,14754,Late Delivery,2025-04-28,Pending
755,7471,Late Delivery,2023-02-15,Rejected
756,6851,Wrong Item,2024-10-30,Rejected
757,14681,Size Issue,2023-07-04,Pending
758,566,Size Issue,2023-05-05,Rejected
759,8154,Damaged Product,2024-04-08,Rejected
760,9849,Late Delivery,2023-08-23,Pending
761,7833,Changed Mind,2024-09-03,Refunded
762,4460,Changed Mind,2024-10-29,Pending
763,7612,Damaged Product,2024-03-29,Rejected
764,10127,Wrong Item,2023-02-08,Pending
765,16414,Changed Mind,2025-04-05,Refunded
766,1876,Size Issue,2023-07-10,Pending
767,12253,Quality Issue,2023-10-01,Refunded
768,15644,Size Issue,2025-06-06,Refunded
769,10584,Changed Mind,2023-08-07,Refunded
770,4980,Late Delivery,2023-01-28,Refunded
771,15989,Size Issue,2024-03-15,Rejected
772,7313,Size Issue,2025-05-14,Pending
773,13379,Changed Mind,2025-06-09,Refunded
774,15236,Late Delivery,2024-09-18,Pending
775,14795,Damaged Product,2025-04-16,Refunded
776,7724,Quality Issue,2025-02-07,Pending
777,6181,Late Delivery,2023-06-02,Refunded
778,12421,Damaged Product,2024-06-04,Rejected
779,7440,Size Issue,2024-08-27,Refunded
780,18703,Changed Mind,2023-04-07,Rejected
781,14426,Size Issue,2023-04-16,Pending
782,1625,Wrong Item,2023-04-30,Pending
783,14372,Late Delivery,2025-02-11,Pending
784,3307,Quality Issue,2024-02-01,Refunded
785,12087,Changed Mind,2024-02-02,Refunded
786,12932,Wrong Item,2023-03-21,Rejected
787,3799,Damaged Product,2023-02-20,Pending
788,2914,Size Issue,2024-02-22,Pending
789,15955,Damaged Product,2024-08-21,Refunded
790,10012,Wrong Item,2025-02-09,Pending
791,9146,Late Delivery,2024-08-02,Rejected
792,3830,Changed Mind,2024-05-04,Pending
793,8068,Changed Mind,2024-05-15,Pending
794,12491,Size Issue,2025-01-21,Pending
795,17612,Quality Issue,2023-12-08,Rejected
796,15923,Changed Mind,2023-05-03,Rejected
797,1269,Damaged Product,2024-01-24,Rejected
798,1043,Changed Mind,2024-06-01,Rejected
799,7649,Damaged Product,2024-12-31,Refunded
800,5737,Quality Issue,2023-11-10,Pending
801,15145,Changed Mind,2025-01-22,Rejected
802,5193,Late Delivery,2023-11-26,Pending
803,12219,Size Issue,2024-12-05,Rejected
804,6099,Changed Mind,2023-12-12,Rejected
805,15756,Damaged Product,2023-04-08,Rejected
806,4736,Size Issue,2023-09-07,Refunded
807,13888,Quality Issue,2023-02-28,Refunded
808,4369,Quality Issue,2023-04-14,Refunded
809,5172,Quality Issue,2023-06-10,Rejected
810,126,Wrong Item,2023-02-27,Refunded
811,4219,Quality Issue,2024-10-29,Pending
812,5398,Changed Mind,2023-01-14,Refunded
813,10999,Damaged Product,2023-12-13,Refunded
814,14870,Quality Issue,2024-11-03,Rejected
815,3369,Quality Issue,2025-02-28,Refunded
816,11002,Size Issue,2024-07-04,Rejected
817,13037,Quality Issue,2024-06-05,Pending
818,15582,Damaged Product,2023-05-03,Refunded
819,4975,Quality Issue,2024-09-25,Rejected
820,8072,Size Issue,2023-01-29,Refunded
821,10698,Changed Mind,2023-01-17,Refunded
822,6952,Changed Mind,2025-04-29,Pending
823,15569,Quality Issue,2024-01-29,Pending
824,18602,Quality Issue,2023-03-19,Refunded
825,1999,Late Delivery,2023-08-24,Refunded
826,4338,Late Delivery,2025-01-14,Pending
827,4593,Changed Mind,2024-11-20,Pending
828,14506,Wrong Item,2024-11-08,Pending
829,14984,Late Delivery,2025-01-16,Pending
830,11799,Damaged Product,2023-08-09,Rejected
831,15521,Wrong Item,2025-06-11,Rejected
832,13718,Wrong Item,2024-09-16,Refunded
833,19757,Quality Issue,2024-01-04,Refunded
834,2836,Late Delivery,2025-05-29,Rejected
835,9900,Wrong Item,2024-02-17,Refunded
836,5054,Damaged Product,2023-07-08,Pending
837,669,Size Issue,2024-09-05,Rejected
838,13331,Changed Mind,2023-07-12,Refunded
839,7209,Changed Mind,2023-03-28,Pending
840,9481,Quality Issue,2024-11-18,Pending
841,8201,Changed Mind,2024-09-11,Pending
842,17142,Changed Mind,2025-02-06,Rejected
843,18283,Late Delivery,2024-07-23,Rejected
844,33,Late Delivery,2025-06-10,Pending
845,11222,Quality Issue,2024-12-23,Refunded
846,10136,Quality Issue,2023-01-29,Refunded
847,8274,Late Delivery,2024-11-11,Refunded
848,8535,Late Delivery,2024-08-29,Refunded
849,11718,Changed Mind,2023-08-29,Refunded
850,5350,Size Issue,2024-03-28,Refunded
851,12685,Quality Issue,2023-06-30,Rejected
852,1539,Quality Issue,2023-09-17,Refunded
853,10794,Size Issue,2023-07-26,Pending
854,12559,Damaged Product,2024-08-12,Refunded
855,3542,Size Issue,2024-08-02,Refunded
856,18651,Wrong Item,2024-07-29,Pending
857,6739,Late Delivery,2024-03-28,Refunded
858,7918,Size Issue,2023-05-24,Refunded
859,2337,Damaged Product,2025-01-02,Rejected
860,1216,Size Issue,2024-09-25,Refunded
861,5560,Quality Issue,2023-03-07,Refunded
862,11490,Changed Mind,2023-04-23,Pending
863,11582,Quality Issue,2024-03-30,Pending
864,6619,Quality Issue,2024-08-16,Rejected
865,19633,Size Issue,2024-04-18,Refunded
866,7148,Damaged Product,2023-09-17,Refunded
867,5265,Changed Mind,2024-09-26,Rejected
868,16129,Damaged Product,2025-04-16,Pending
869,14485,Late Delivery,2024-07-24,Rejected
870,14756,Changed Mind,2024-02-21,Refunded
871,1820,Wrong Item,2024-02-16,Rejected
872,13659,Quality Issue,2025-01-23,Refunded
873,4572,Size Issue,2025-04-11,Refunded
874,831,Wrong Item,2024-09-30,Pending
875,7117,Changed Mind,2023-04-29,Pending
876,6586,Quality Issue,2023-09-12,Refunded
877,2067,Late Delivery,2023-12-22,Refunded
878,13312,Changed Mind,2023-10-11,Rejected
879,19820,Quality Issue,2024-06-17,Pending
880,2396,Size Issue,2023-08-12,Rejected
881,2401,Quality Issue,2023-12-01,Pending
882,6031,Changed Mind,2024-12-17,Rejected
883,35,Damaged Product,2025-01-07,Pending
884,12694,Damaged Product,2024-09-25,Rejected
885,11534,Late Delivery,2023-08-31,Rejected
886,13026,Wrong Item,2023-10-09,Rejected
887,12909,Damaged Product,2024-05-19,Refunded
888,12912,Wrong Item,2023-07-31,Rejected
889,2306,Wrong Item,2024-08-13,Refunded
890,13069,Damaged Product,2024-08-19,Rejected
891,4039,Damaged Product,2024-02-28,Rejected
892,8092,Late Delivery,2024-06-03,Rejected
893,1520,Size Issue,2023-07-14,Refunded
894,6827,Quality Issue,2024-02-20,Rejected
895,7884,Damaged Product,2024-06-01,Refunded
896,5962,Quality Issue,2025-02-22,Refunded
897,11175,Changed Mind,2025-03-11,Pending
898,17416,Damaged Product,2023-05-06,Rejected
899,11914,Damaged Product,2024-05-04,Refunded
900,7810,Quality Issue,2024-11-24,Pending
901,4202,Quality Issue,2023-11-07,Rejected
902,8890,Size Issue,2023-03-01,Rejected
903,4568,Changed Mind,2024-10-02,Refunded
904,8839,Changed Mind,2023-05-31,Pending
905,11900,Size Issue,2025-05-05,Rejected
906,7714,Wrong Item,2023-04-23,Pending
907,19858,Late Delivery,2025-04-05,Pending
908,18914,Late Delivery,2023-06-28,Refunded
909,19699,Size Issue,2024-05-29,Pending
910,16677,Damaged Product,2023-11-05,Rejected
911,5146,Wrong Item,2023-10-17,Refunded
912,11791,Changed Mind,2024-06-07,Refunded
913,9626,Size Issue,2023-08-07,Pending
914,10908,Late Delivery,2023-12-02,Rejected
915,16797,Wrong Item,2024-05-22,Pending
916,2008,Late Delivery,2025-05-12,Rejected
917,5596,Size Issue,2025-02-23,Pending
918,19325,Quality Issue,2023-10-06,Pending
919,16284,Changed Mind,2023-02-20,Refunded
920,3954,Late Delivery,2023-02-17,Refunded
921,18510,Quality Issue,2023-08-14,Rejected
922,12561,Quality Issue,2024-10-26,Pending
923,14733,Size Issue,2023-05-15,Refunded
924,10668,Wrong Item,2023-04-16,Pending
925,6545,Changed Mind,2024-12-19,Refunded
926,12188,Quality Issue,2024-01-28,Pending
927,18044,Damaged Product,2024-03-18,Refunded
928,18849,Wrong Item,2023-06-09,Refunded
929,3954,Damaged Product,2023-03-12,Pending
930,13905,Late Delivery,2023-10-04,Pending
931,3933,Wrong Item,2023-11-03,Rejected
932,12330,Damaged Product,2023-05-22,Pending
933,17381,Damaged Product,2024-07-17,Refunded
934,5107,Changed Mind,2025-01-16,Rejected
935,7227,Damaged Product,2023-06-25,Pending
936,15750,Changed Mind,2023-02-08,Rejected
937,13396,Changed Mind,2024-02-05,Pending
938,3300,Wrong Item,2023-10-17,Pending
939,1709,Changed Mind,2024-03-16,Pending
940,11702,Late Delivery,2024-02-25,Rejected
941,17722,Quality Issue,2025-01-03,Rejected
942,11173,Damaged Product,2024-09-20,Refunded
943,4935,Damaged Product,2025-05-15,Pending
944,329,Quality Issue,2025-04-07,Pending
945,12089,Damaged Product,2024-05-01,Rejected
946,7264,Changed Mind,2025-04-18,Rejected
947,3513,Late Delivery,2023-10-03,Rejected
948,7602,Quality Issue,2023-04-04,Pending
949,11791,Wrong Item,2023-09-27,Refunded
950,18006,Size Issue,2024-08-24,Rejected
951,3118,Damaged Product,2024-01-24,Refunded
952,180,Damaged Product,2023-02-22,Pending
953,3738,Changed Mind,2024-11-15,Rejected
954,1557,Damaged Product,2025-05-29,Refunded
955,13628,Quality Issue,2024-09-13,Refunded
956,7579,Late Delivery,2024-09-30,Pending
957,3025,Size Issue,2025-04-16,Rejected
958,5939,Quality Issue,2025-03-16,Pending
959,4285,Late Delivery,2023-10-06,Refunded
960,5607,Wrong Item,2024-09-26,Refunded
961,17895,Damaged Product,2024-03-12,Rejected
962,6497,Late Delivery,2023-07-26,Refunded
963,13528,Damaged Product,2023-11-19,Rejected
964,19892,Damaged Product,2023-08-23,Rejected
965,14909,Changed Mind,2023-10-19,Rejected
966,9971,Damaged Product,2023-05-06,Pending
967,9226,Quality Issue,2025-05-09,Refunded
968,13624,Wrong Item,2024-06-27,Rejected
969,11489,Changed Mind,2023-03-24,Rejected
970,9016,Quality Issue,2024-12-11,Rejected
971,19194,Changed Mind,2025-06-09,Refunded
972,10983,Wrong Item,2023-12-12,Pending
973,6440,Quality Issue,2025-01-19,Pending
974,7062,Late Delivery,2024-07-02,Refunded
975,5678,Size Issue,2024-11-08,Refunded
976,2733,Size Issue,2025-01-10,Refunded
977,3645,Wrong Item,2023-08-16,Refunded
978,1188,Late Delivery,2025-03-02,Pending
979,2953,Quality Issue,2024-01-16,Pending
980,3393,Quality Issue,2023-06-02,Refunded
981,6254,Damaged Product,2024-06-16,Pending
982,9860,Late Delivery,2025-03-23,Rejected
983,876,Wrong Item,2024-10-22,Refunded
984,16495,Wrong Item,2023-03-03,Pending
985,4084,Damaged Product,2024-12-03,Refunded
986,5616,Late Delivery,2023-12-11,Pending
987,5506,Wrong Item,2025-04-03,Rejected
988,18403,Changed Mind,2024-04-01,Rejected
989,15473,Late Delivery,2023-05-29,Pending
990,7982,Late Delivery,2024-11-20,Pending
991,2591,Late Delivery,2025-01-24,Rejected
992,3871,Size Issue,2024-09-25,Refunded
993,6290,Late Delivery,2023-09-27,Refunded
994,9090,Quality Issue,2024-01-25,Rejected
995,5385,Wrong Item,2025-02-09,Pending
996,2620,Damaged Product,2023-07-24,Refunded
997,17838,Damaged Product,2024-05-27,Rejected
998,19944,Quality Issue,2024-10-12,Refunded
999,15980,Wrong Item,2025-06-01,Refunded
1000,4701,Wrong Item,2025-01-15,Rejected
1001,10709,Late Delivery,2023-01-24,Refunded
1002,17751,Wrong Item,2023-06-01,Pending
1003,86,Damaged Product,2023-09-29,Pending
1004,16214,Changed Mind,2025-04-06,Refunded
1005,7938,Changed Mind,2023-12-06,Refunded
1006,13174,Late Delivery,2024-10-20,Pending
1007,18794,Changed Mind,2023-08-28,Pending
1008,3560,Damaged Product,2023-03-15,Refunded
1009,8074,Changed Mind,2024-10-14,Rejected
1010,8620,Late Delivery,2023-04-12,Pending
1011,7871,Late Delivery,2023-09-08,Refunded
1012,13710,Changed Mind,2024-06-06,Pending
1013,867,Quality Issue,2024-05-27,Rejected
1014,17826,Size Issue,2025-06-14,Rejected
1015,2367,Wrong Item,2024-08-18,Refunded
1016,9201,Damaged Product,2025-02-03,Rejected
1017,6613,Changed Mind,2024-03-08,Rejected
1018,19330,Changed Mind,2024-07-30,Rejected
1019,2292,Changed Mind,2023-10-28,Rejected
1020,8854,Damaged Product,2023-02-03,Pending
1021,15443,Quality Issue,2023-05-22,Rejected
1022,16454,Late Delivery,2025-02-17,Pending
1023,729,Size Issue,2025-03-20,Refunded
1024,16196,Size Issue,2023-02-17,Pending
1025,2082,Damaged Product,2024-08-28,Pending
1026,16584,Damaged Product,2024-03-15,Rejected
1027,2846,Late Delivery,2023-06-19,Rejected
1028,14651,Changed Mind,2023-03-19,Refunded
1029,2417,Changed Mind,2023-12-28,Rejected
1030,16492,Changed Mind,2024-10-13,Rejected
1031,5039,Wrong Item,2023-02-24,Rejected
1032,18998,Changed Mind,2024-03-22,Refunded
1033,909,Wrong Item,2024-01-02,Pending
1034,15846,Quality Issue,2024-07-27,Rejected
1035,7044,Quality Issue,2025-04-25,Refunded
1036,6266,Wrong Item,2024-06-02,Refunded
1037,1203,Late Delivery,2025-04-13,Refunded
1038,247,Wrong Item,2024-05-11,Rejected
1039,19703,Late Delivery,2023-04-17,Pending
1040,15754,Late Delivery,2024-08-23,Refunded
1041,12982,Quality Issue,2025-05-26,Pending
1042,1254,Changed Mind,2024-02-12,Refunded
1043,2767,Quality Issue,2025-01-29,Pending
1044,3620,Wrong Item,2023-01-13,Pending
1045,19590,Damaged Product,2023-03-03,Rejected
1046,15480,Late Delivery,2024-01-18,Pending
1047,1532,Changed Mind,2025-03-28,Refunded
1048,5747,Changed Mind,2023-09-21,Pending
1049,17559,Late Delivery,2023-05-24,Refunded
1050,3899,Wrong Item,2023-11-19,Pending
1051,5708,Changed Mind,2023-10-15,Rejected
1052,17987,Size Issue,2025-01-15,Rejected
1053,14536,Quality Issue,2023-05-14,Pending
1054,12210,Damaged Product,2024-03-20,Refunded
1055,8798,Size Issue,2024-07-20,Rejected
1056,9829,Late Delivery,2024-11-18,Pending
1057,5253,Quality Issue,2024-02-21,Refunded
1058,15081,Quality Issue,2023-03-18,Pending
1059,3872,Late Delivery,2025-01-08,Refunded
1060,6682,Wrong Item,2023-03-09,Rejected
1061,18722,Size Issue,2024-02-28,Rejected
1062,12794,Changed Mind,2024-10-23,Pending
1063,11351,Damaged Product,2024-07-09,Pending
1064,7406,Late Delivery,2024-11-10,Pending
1065,12835,Size Issue,2025-04-14,Pending
1066,1035,Changed Mind,2023-11-25,Rejected
1067,19602,Size Issue,2025-05-10,Rejected
1068,16676,Damaged Product,2024-11-21,Refunded
1069,9272,Changed Mind,2024-11-22,Refunded
1070,19700,Late Delivery,2023-09-15,Rejected
1071,3957,Size Issue,2024-07-09,Rejected
1072,18561,Late Delivery,2024-10-30,Pending
1073,13162,Wrong Item,2025-04-05,Refunded
1074,2167,Quality Issue,2024-02-20,Rejected
1075,7544,Changed Mind,2025-05-31,Refunded
1076,13547,Size Issue,2025-05-23,Rejected
1077,15131,Damaged Product,2024-12-25,Pending
1078,19327,Damaged Product,2024-05-09,Refunded
1079,18464,Damaged Product,2025-05-28,Pending
1080,17408,Quality Issue,2025-04-07,Pending
1081,10369,Wrong Item,2024-08-05,Refunded
1082,11047,Size Issue,2024-08-11,Refunded
1083,10802,Size Issue,2023-04-04,Rejected
1084,16331,Wrong Item,2023-07-29,Rejected
1085,6727,Quality Issue,2023-06-27,Rejected
1086,11794,Quality Issue,2024-07-09,Pending
1087,2226,Quality Issue,2024-10-03,Pending
1088,2922,Size Issue,2023-09-15,Refunded
1089,11684,Wrong Item,2024-03-08,Rejected
1090,1084,Quality Issue,2024-04-17,Refunded
1091,14825,Changed Mind,2024-04-30,Pending
1092,7684,Wrong Item,2025-04-29,Refunded
1093,5928,Size Issue,2023-03-13,Pending
1094,1261,Changed Mind,2023-06-18,Pending
1095,19682,Late Delivery,2025-01-11,Pending
1096,16689,Damaged Product,2023-06-15,Rejected
1097,17022,Wrong Item,2025-05-22,Refunded
1098,9276,Quality Issue,2025-05-19,Refunded
1099,18099,Wrong Item,2023-10-06,Rejected
1100,6055,Changed Mind,2024-09-26,Rejected
1101,18957,Damaged Product,2023-04-21,Pending
1102,7819,Quality Issue,2024-12-23,Rejected
1103,4784,Size Issue,2025-02-01,Rejected
1104,4716,Quality Issue,2024-02-05,Rejected
1105,18657,Wrong Item,2023-08-07,Refunded
1106,4182,Late Delivery,2025-03-25,Pending
1107,12576,Wrong Item,2025-06-15,Rejected
1108,11105,Late Delivery,2024-04-20,Refunded
1109,7773,Late Delivery,2023-03-26,Refunded
1110,19221,Wrong Item,2023-08-17,Rejected
1111,17521,Late Delivery,2024-08-19,Rejected
1112,14766,Size Issue,2023-08-01,Rejected
1113,19062,Size Issue,2024-04-30,Rejected
1114,2624,Size Issue,2023-05-04,Refunded
1115,12895,Quality Issue,2025-01-22,Refunded
1116,18457,Quality Issue,2024-09-20,Rejected
1117,18329,Wrong Item,2023-03-12,Pending
1118,16678,Quality Issue,2024-03-23,Rejected
1119,15282,Late Delivery,2023-10-19,Refunded
1120,43,Size Issue,2023-09-09,Refunded
1121,18949,Wrong Item,2025-01-22,Rejected
1122,6500,Damaged Product,2023-12-05,Pending
1123,5755,Damaged Product,2023-02-06,Pending
1124,17268,Size Issue,2023-09-26,Rejected
1125,9081,Quality Issue,2023-11-08,Refunded
1126,2787,Size Issue,2023-07-26,Rejected
1127,16982,Wrong Item,2025-02-02,Rejected
1128,11853,Changed Mind,2024-12-23,Pending
1129,14121,Size Issue,2023-02-25,Rejected
1130,3169,Late Delivery,2023-06-22,Rejected
1131,1829,Late Delivery,2023-08-22,Pending
1132,9514,Damaged Product,2025-04-03,Pending
1133,19643,Size Issue,2024-06-04,Refunded
1134,1983,Damaged Product,2024-04-16,Rejected
1135,7085,Wrong Item,2024-06-28,Pending
1136,1464,Changed Mind,2023-04-26,Refunded
1137,2565,Quality Issue,2023-04-22,Rejected
1138,1077,Damaged Product,2025-03-26,Pending
1139,13585,Size Issue,2024-12-01,Pending
1140,18288,Wrong Item,2024-11-01,Rejected
1141,12778,Changed Mind,2024-08-22,Pending
1142,7709,Late Delivery,2023-03-19,Refunded
1143,11314,Quality Issue,2025-01-10,Rejected
1144,2763,Changed Mind,2023-05-29,Pending
1145,17849,Quality Issue,2024-05-18,Pending
1146,6832,Damaged Product,2024-08-11,Pending
1147,2106,Changed Mind,2025-02-10,Pending
1148,13649,Damaged Product,2023-04-11,Pending
1149,13452,Quality Issue,2024-10-16,Refunded
1150,18969,Quality Issue,2023-08-21,Pending
1151,15707,Wrong Item,2023-08-18,Pending
1152,1144,Quality Issue,2024-10-13,Rejected
1153,18946,Changed Mind,2023-02-05,Rejected
1154,17807,Size Issue,2024-04-18,Pending
1155,5781,Quality Issue,2023-08-18,Rejected
1156,1688,Size Issue,2023-09-03,Refunded
1157,11569,Damaged Product,2024-11-01,Rejected
1158,7922,Changed Mind,2023-08-24,Pending
1159,4683,Damaged Product,2023-03-11,Refunded
1160,17119,Wrong Item,2024-03-12,Pending
1161,6623,Late Delivery,2023-08-22,Rejected
1162,12435,Wrong Item,2024-09-14,Rejected
1163,9871,Wrong Item,2023-11-27,Pending
1164,13027,Size Issue,2024-04-21,Rejected
1165,9771,Changed Mind,2023-04-27,Refunded
1166,19096,Damaged Product,2025-05-07,Pending
1167,1458,Damaged Product,2024-04-17,Refunded
1168,13072,Damaged Product,2025-03-02,Refunded
1169,14246,Damaged Product,2023-03-05,Pending
1170,14943,Damaged Product,2023-05-08,Refunded
1171,19940,Damaged Product,2024-03-20,Refunded
1172,19352,Size Issue,2023-03-26,Rejected
1173,3811,Damaged Product,2024-05-23,Rejected
1174,15807,Late Delivery,2024-12-31,Rejected
1175,6361,Changed Mind,2023-04-28,Pending
1176,9612,Size Issue,2024-05-07,Pending
1177,15803,Damaged Product,2023-10-15,Rejected
1178,6346,Quality Issue,2024-12-04,Rejected
1179,13320,Wrong Item,2023-06-16,Rejected
1180,6326,Changed Mind,2025-03-15,Refunded
