OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,TotalAmount,PaymentID,ShippingID,OrderStatus
6340,1903,329,2023-10-01,3,391,1173,6340,6340,Shipped
6341,3041,180,2023-04-16,5,40308,201540,6341,6341,Delivered
6342,255,42,2025-03-12,3,46137,138411,6342,6342,Delivered
6343,4242,429,2023-09-25,5,7405,37025,6343,6343,Delivered
6344,431,122,2024-05-18,3,31633,94899,6344,6344,Delivered
6345,3112,255,2025-03-03,2,13342,26684,6345,6345,Delivered
6346,4732,158,2025-06-06,5,9554,47770,6346,6346,Delivered
6347,2044,482,2024-05-11,1,28214,28214,6347,6347,Cancelled
6348,2162,251,2025-03-02,4,17067,68268,6348,6348,Delivered
6349,4241,182,2023-05-04,2,46375,92750,6349,6349,Shipped
6350,4311,93,2024-05-20,5,43455,217275,6350,6350,Delivered
6351,394,160,2023-06-16,3,34692,104076,6351,6351,Delivered
6352,2142,481,2024-06-23,4,10301,41204,6352,6352,Cancelled
6353,2779,82,2023-12-13,5,8732,43660,6353,6353,Shipped
6354,4810,135,2024-03-15,3,9119,27357,6354,6354,Delivered
6355,4898,437,2023-09-05,3,12349,37047,6355,6355,Delivered
6356,1215,404,2024-01-20,4,36489,145956,6356,6356,Delivered
6357,4777,180,2023-06-01,4,24018,96072,6357,6357,Shipped
6358,3451,43,2025-04-07,3,14099,42297,6358,6358,Delivered
6359,4315,143,2024-06-02,5,9269,46345,6359,6359,Delivered
6360,2068,3,2024-01-17,5,8541,42705,6360,6360,Delivered
6361,3014,427,2024-02-12,2,48784,97568,6361,6361,Delivered
6362,1872,257,2023-02-09,4,12404,49616,6362,6362,Delivered
6363,2760,367,2023-11-05,2,15933,31866,6363,6363,Delivered
6364,4518,4,2024-12-12,1,43661,43661,6364,6364,Delivered
6365,28,436,2023-08-15,1,27094,27094,6365,6365,Shipped
6366,1572,266,2025-05-13,2,22868,45736,6366,6366,Delivered
6367,1165,256,2023-03-19,3,6472,19416,6367,6367,Delivered
6368,4332,480,2025-02-15,4,33500,134000,6368,6368,Delivered
6369,1083,283,2024-05-28,5,46976,234880,6369,6369,Shipped
6370,846,28,2023-02-18,3,12837,38511,6370,6370,Delivered
6371,1891,222,2025-05-25,2,34249,68498,6371,6371,Delivered
6372,1144,197,2024-04-13,4,34938,139752,6372,6372,Delivered
6373,2792,293,2023-01-06,1,3308,3308,6373,6373,Shipped
6374,3646,4,2023-09-27,1,47055,47055,6374,6374,Delivered
6375,3577,109,2023-12-30,3,21086,63258,6375,6375,Delivered
6376,3420,59,2023-04-12,1,8745,8745,6376,6376,Delivered
6377,4804,111,2025-03-02,3,17183,51549,6377,6377,Delivered
6378,2087,482,2024-12-23,5,30838,154190,6378,6378,Delivered
6379,2624,234,2024-07-24,4,14422,57688,6379,6379,Delivered
6380,2155,208,2023-12-01,5,49272,246360,6380,6380,Shipped
6381,4746,427,2023-11-08,1,17394,17394,6381,6381,Delivered
6382,3588,162,2024-07-29,5,14262,71310,6382,6382,Delivered
6383,329,421,2023-08-26,2,43683,87366,6383,6383,Delivered
6384,923,216,2023-06-28,3,42331,126993,6384,6384,Delivered
6385,3498,202,2023-12-18,5,19517,97585,6385,6385,Delivered
6386,3070,92,2023-10-28,2,17282,34564,6386,6386,Delivered
6387,895,459,2024-07-14,2,20264,40528,6387,6387,Delivered
6388,3372,57,2023-03-11,2,4651,9302,6388,6388,Delivered
6389,159,15,2025-06-10,5,30488,152440,6389,6389,Delivered
6390,4119,202,2023-10-30,2,24591,49182,6390,6390,Delivered
6391,4846,44,2024-05-10,2,24849,49698,6391,6391,Delivered
6392,4610,186,2024-10-27,1,32644,32644,6392,6392,Delivered
6393,2614,317,2025-05-15,2,27639,55278,6393,6393,Cancelled
6394,1976,342,2023-07-13,5,20134,100670,6394,6394,Delivered
6395,1906,248,2024-12-25,4,41006,164024,6395,6395,Delivered
6396,1738,235,2024-04-04,5,47374,236870,6396,6396,Delivered
6397,4416,77,2023-04-06,2,46932,93864,6397,6397,Delivered
6398,31,220,2024-08-05,1,9849,9849,6398,6398,Delivered
6399,72,97,2024-05-09,1,20947,20947,6399,6399,Shipped
6400,3717,362,2024-07-23,4,12675,50700,6400,6400,Delivered
6401,1970,346,2023-06-03,2,36058,72116,6401,6401,Delivered
6402,1058,365,2024-10-27,3,13745,41235,6402,6402,Delivered
6403,3027,81,2023-11-18,3,40813,122439,6403,6403,Cancelled
6404,214,414,2024-08-10,5,24626,123130,6404,6404,Delivered
6405,3216,188,2023-05-01,1,32127,32127,6405,6405,Shipped
6406,2657,418,2023-01-21,4,45537,182148,6406,6406,Delivered
6407,1721,354,2023-10-23,2,42954,85908,6407,6407,Delivered
6408,3052,262,2025-03-07,4,7314,29256,6408,6408,Delivered
6409,2398,137,2023-07-24,3,38077,114231,6409,6409,Delivered
6410,2479,410,2023-07-26,5,29228,146140,6410,6410,Shipped
6411,372,261,2024-02-21,3,15025,45075,6411,6411,Delivered
6412,3133,418,2023-04-03,4,35861,143444,6412,6412,Delivered
6413,2734,151,2024-04-05,2,41318,82636,6413,6413,Delivered
6414,864,391,2025-06-14,2,38131,76262,6414,6414,Delivered
6415,3978,409,2023-05-19,1,40576,40576,6415,6415,Delivered
6416,3725,200,2024-05-06,3,25647,76941,6416,6416,Delivered
6417,3582,102,2024-11-13,2,35150,70300,6417,6417,Delivered
6418,2723,7,2024-11-21,2,9413,18826,6418,6418,Delivered
6419,4842,409,2025-04-14,4,15686,62744,6419,6419,Delivered
6420,664,151,2025-04-08,2,24467,48934,6420,6420,Delivered
6421,4189,92,2025-05-28,4,28740,114960,6421,6421,Delivered
6422,2392,386,2024-10-11,2,21206,42412,6422,6422,Delivered
6423,630,25,2023-01-29,4,18068,72272,6423,6423,Delivered
6424,4516,478,2025-01-28,5,12474,62370,6424,6424,Shipped
6425,453,132,2023-04-21,2,36169,72338,6425,6425,Delivered
6426,2490,102,2025-05-11,5,4514,22570,6426,6426,Delivered
6427,3499,437,2025-04-07,5,23423,117115,6427,6427,Delivered
6428,561,451,2024-03-20,1,14779,14779,6428,6428,Shipped
6429,4419,355,2023-09-03,1,4738,4738,6429,6429,Delivered
6430,4890,165,2023-01-30,4,36570,146280,6430,6430,Delivered
6431,2778,68,2023-02-26,2,49131,98262,6431,6431,Delivered
6432,313,138,2025-06-18,2,39320,78640,6432,6432,Delivered
6433,2338,305,2023-01-06,3,35068,105204,6433,6433,Shipped
6434,2406,134,2023-02-12,2,31316,62632,6434,6434,Shipped
6435,4579,467,2025-04-24,2,22426,44852,6435,6435,Delivered
6436,1298,347,2024-07-18,5,10193,50965,6436,6436,Shipped
6437,4665,215,2024-03-14,4,4995,19980,6437,6437,Shipped
6438,4150,449,2023-09-16,2,39510,79020,6438,6438,Delivered
6439,1361,336,2024-03-19,3,15623,46869,6439,6439,Shipped
6440,4505,76,2023-10-17,2,7369,14738,6440,6440,Delivered
6441,2759,264,2025-02-16,1,13050,13050,6441,6441,Delivered
6442,3108,462,2023-03-18,2,40068,80136,6442,6442,Delivered
6443,1768,57,2025-02-17,1,18310,18310,6443,6443,Delivered
6444,1782,302,2024-01-19,1,46465,46465,6444,6444,Shipped
6445,4453,90,2025-05-14,5,21216,106080,6445,6445,Delivered
6446,3705,333,2025-02-18,4,39927,159708,6446,6446,Delivered
6447,3718,363,2023-10-20,3,4727,14181,6447,6447,Delivered
6448,7,137,2025-06-08,1,39141,39141,6448,6448,Delivered
6449,551,394,2025-04-10,3,15305,45915,6449,6449,Delivered
6450,3630,490,2023-12-06,5,46354,231770,6450,6450,Delivered
6451,1687,243,2023-09-27,2,420,840,6451,6451,Delivered
6452,298,31,2024-01-01,1,13186,13186,6452,6452,Delivered
6453,4103,474,2023-05-20,1,6543,6543,6453,6453,Delivered
6454,4641,79,2024-11-25,2,45585,91170,6454,6454,Delivered
6455,22,328,2023-11-05,1,34853,34853,6455,6455,Delivered
6456,1915,74,2025-05-13,1,29885,29885,6456,6456,Delivered
6457,4447,439,2025-06-01,5,8253,41265,6457,6457,Delivered
6458,2189,472,2024-01-29,4,19442,77768,6458,6458,Delivered
6459,2680,190,2023-11-05,2,14088,28176,6459,6459,Delivered
6460,2775,76,2024-12-14,5,48098,240490,6460,6460,Shipped
6461,1018,370,2023-03-02,3,44424,133272,6461,6461,Delivered
6462,3624,153,2024-01-07,1,20503,20503,6462,6462,Delivered
6463,3717,472,2023-10-27,4,16040,64160,6463,6463,Delivered
6464,85,50,2024-04-29,3,31021,93063,6464,6464,Shipped
6465,1414,89,2025-05-07,4,18739,74956,6465,6465,Delivered
6466,2436,369,2023-06-17,2,45190,90380,6466,6466,Shipped
6467,37,130,2023-06-05,2,36186,72372,6467,6467,Delivered
6468,2430,136,2025-05-15,3,5104,15312,6468,6468,Delivered
6469,4850,357,2024-08-17,2,20030,40060,6469,6469,Delivered
6470,2834,432,2024-02-05,3,3077,9231,6470,6470,Shipped
6471,4195,100,2023-08-19,5,16409,82045,6471,6471,Delivered
6472,1541,192,2023-12-17,1,20944,20944,6472,6472,Delivered
6473,180,159,2023-03-06,5,4155,20775,6473,6473,Shipped
6474,4950,383,2023-10-14,3,25700,77100,6474,6474,Delivered
6475,825,240,2024-05-13,4,34415,137660,6475,6475,Delivered
6476,2128,500,2023-08-06,1,35712,35712,6476,6476,Delivered
6477,1722,68,2024-12-14,2,40875,81750,6477,6477,Delivered
6478,1589,495,2024-06-01,3,48629,145887,6478,6478,Delivered
6479,2950,184,2024-06-11,2,25375,50750,6479,6479,Shipped
6480,1947,306,2023-02-02,1,798,798,6480,6480,Delivered
6481,202,75,2023-12-05,5,3440,17200,6481,6481,Delivered
6482,2052,56,2025-05-06,2,8423,16846,6482,6482,Delivered
6483,2288,19,2023-10-30,5,33118,165590,6483,6483,Delivered
6484,1019,380,2025-04-21,5,32939,164695,6484,6484,Delivered
6485,4061,258,2023-04-06,5,37112,185560,6485,6485,Delivered
6486,1115,190,2024-07-26,4,28336,113344,6486,6486,Shipped
6487,2276,292,2023-06-10,3,4676,14028,6487,6487,Delivered
6488,1645,330,2024-06-29,2,45561,91122,6488,6488,Delivered
6489,3753,47,2023-02-06,5,8678,43390,6489,6489,Delivered
6490,3880,277,2023-03-05,2,21703,43406,6490,6490,Delivered
6491,14,379,2023-02-11,2,47172,94344,6491,6491,Delivered
6492,1146,120,2023-08-17,3,25913,77739,6492,6492,Delivered
6493,1824,418,2023-05-12,3,2160,6480,6493,6493,Delivered
6494,1508,92,2023-12-10,2,13168,26336,6494,6494,Shipped
6495,293,171,2024-01-07,5,5009,25045,6495,6495,Delivered
6496,934,89,2023-05-11,2,37648,75296,6496,6496,Delivered
6497,4349,470,2024-03-07,4,41298,165192,6497,6497,Delivered
6498,1908,64,2023-12-08,2,8180,16360,6498,6498,Shipped
6499,3302,156,2023-04-27,2,34357,68714,6499,6499,Delivered
6500,913,84,2023-08-20,1,14323,14323,6500,6500,Delivered
6501,562,136,2024-08-16,5,28249,141245,6501,6501,Shipped
6502,2353,224,2023-06-26,5,30043,150215,6502,6502,Delivered
6503,4843,221,2024-10-13,5,38435,192175,6503,6503,Delivered
6504,3194,16,2025-01-12,3,41652,124956,6504,6504,Shipped
6505,3314,359,2023-11-26,2,15107,30214,6505,6505,Cancelled
6506,1646,44,2023-11-28,4,1448,5792,6506,6506,Delivered
6507,656,395,2023-08-24,5,17229,86145,6507,6507,Delivered
6508,2951,228,2025-05-12,1,47746,47746,6508,6508,Delivered
6509,843,380,2023-03-12,3,5925,17775,6509,6509,Delivered
6510,19,336,2024-01-09,2,1136,2272,6510,6510,Delivered
6511,3353,183,2023-02-13,2,26670,53340,6511,6511,Delivered
6512,4973,483,2024-04-20,3,22288,66864,6512,6512,Delivered
6513,438,43,2025-01-08,2,46687,93374,6513,6513,Delivered
6514,4037,446,2023-03-25,1,31359,31359,6514,6514,Delivered
6515,402,200,2024-03-05,4,1220,4880,6515,6515,Delivered
6516,1952,191,2025-01-18,1,38404,38404,6516,6516,Delivered
6517,2837,310,2024-05-08,4,29756,119024,6517,6517,Delivered
6518,3756,77,2024-11-16,2,22528,45056,6518,6518,Shipped
6519,4363,301,2023-05-31,1,30937,30937,6519,6519,Shipped
6520,2721,149,2023-12-09,3,5400,16200,6520,6520,Delivered
6521,368,12,2024-10-03,5,13040,65200,6521,6521,Delivered
6522,865,214,2023-06-25,4,33389,133556,6522,6522,Delivered
6523,2712,120,2024-04-13,1,6018,6018,6523,6523,Delivered
6524,2610,285,2023-11-04,4,19793,79172,6524,6524,Shipped
6525,4611,96,2024-03-28,4,12587,50348,6525,6525,Delivered
6526,2454,473,2023-04-12,4,24047,96188,6526,6526,Delivered
6527,2979,423,2024-08-11,5,31154,155770,6527,6527,Shipped
6528,2490,196,2024-09-11,5,42040,210200,6528,6528,Delivered
6529,4017,424,2024-07-11,1,23406,23406,6529,6529,Delivered
6530,1547,97,2025-04-19,5,45326,226630,6530,6530,Shipped
6531,3011,187,2023-08-22,5,5879,29395,6531,6531,Delivered
6532,4200,161,2024-02-05,4,26890,107560,6532,6532,Delivered
6533,3280,312,2023-03-08,1,39649,39649,6533,6533,Cancelled
6534,956,392,2023-06-22,4,2032,8128,6534,6534,Cancelled
6535,2705,27,2024-08-18,2,41236,82472,6535,6535,Shipped
6536,3205,449,2023-10-12,1,23346,23346,6536,6536,Delivered
6537,2067,122,2023-03-15,2,13415,26830,6537,6537,Delivered
6538,587,415,2023-05-04,2,2707,5414,6538,6538,Delivered
6539,318,327,2023-07-30,5,37839,189195,6539,6539,Delivered
6540,4305,491,2023-01-06,1,22765,22765,6540,6540,Cancelled
6541,4586,412,2025-06-13,5,9374,46870,6541,6541,Delivered
6542,4396,114,2024-12-01,4,23981,95924,6542,6542,Delivered
6543,1708,174,2025-04-06,3,5884,17652,6543,6543,Cancelled
6544,3538,210,2025-06-16,4,12867,51468,6544,6544,Shipped
6545,461,336,2024-10-24,3,11344,34032,6545,6545,Delivered
6546,4991,362,2024-04-22,5,3716,18580,6546,6546,Delivered
6547,1397,23,2023-04-20,5,8429,42145,6547,6547,Shipped
6548,2377,134,2023-01-29,4,16217,64868,6548,6548,Shipped
6549,3168,89,2023-03-10,5,10672,53360,6549,6549,Shipped
6550,407,385,2024-10-03,3,10523,31569,6550,6550,Delivered
6551,4331,99,2024-10-06,4,28701,114804,6551,6551,Delivered
6552,4244,444,2024-06-26,1,40003,40003,6552,6552,Delivered
6553,2657,8,2023-07-01,5,28069,140345,6553,6553,Delivered
6554,2374,46,2024-12-25,2,7944,15888,6554,6554,Delivered
6555,1230,19,2023-08-21,1,44318,44318,6555,6555,Delivered
6556,4833,385,2024-09-16,2,24050,48100,6556,6556,Delivered
6557,3800,151,2024-07-29,3,14228,42684,6557,6557,Delivered
6558,1520,444,2025-05-10,2,33210,66420,6558,6558,Delivered
6559,4201,9,2024-10-10,5,11328,56640,6559,6559,Delivered
6560,2484,81,2023-12-26,4,37571,150284,6560,6560,Delivered
6561,3625,130,2024-04-16,5,43125,215625,6561,6561,Delivered
6562,2282,17,2024-05-11,4,9744,38976,6562,6562,Delivered
6563,846,396,2023-02-04,3,35576,106728,6563,6563,Delivered
6564,2335,306,2024-07-31,1,44956,44956,6564,6564,Delivered
6565,4470,398,2025-06-05,1,16975,16975,6565,6565,Shipped
6566,469,23,2024-08-06,3,22487,67461,6566,6566,Delivered
6567,851,441,2023-08-30,4,35416,141664,6567,6567,Delivered
6568,1993,487,2025-03-07,3,15302,45906,6568,6568,Delivered
6569,3837,292,2023-04-27,1,1026,1026,6569,6569,Delivered
6570,3923,49,2023-11-02,2,42410,84820,6570,6570,Delivered
6571,4184,312,2025-04-25,5,39268,196340,6571,6571,Delivered
6572,4678,144,2023-03-28,3,27441,82323,6572,6572,Delivered
6573,4998,178,2024-02-29,1,29915,29915,6573,6573,Delivered
6574,1949,67,2024-10-26,5,31328,156640,6574,6574,Delivered
6575,3783,256,2024-01-17,2,3577,7154,6575,6575,Delivered
6576,2573,158,2023-03-12,3,48562,145686,6576,6576,Delivered
6577,1700,26,2024-03-23,1,35801,35801,6577,6577,Shipped
6578,679,173,2025-01-10,3,30291,90873,6578,6578,Delivered
6579,4787,279,2025-04-15,3,20405,61215,6579,6579,Shipped
6580,1781,261,2024-10-02,4,13214,52856,6580,6580,Delivered
6581,3761,439,2025-02-23,4,6727,26908,6581,6581,Delivered
6582,4966,451,2023-08-14,4,46176,184704,6582,6582,Delivered
6583,1322,438,2023-03-21,2,37281,74562,6583,6583,Delivered
6584,2546,34,2024-06-02,5,23927,119635,6584,6584,Delivered
6585,1727,397,2024-08-26,3,46129,138387,6585,6585,Delivered
6586,4692,461,2024-04-21,4,46542,186168,6586,6586,Delivered
6587,100,264,2023-10-21,4,26257,105028,6587,6587,Delivered
6588,1275,291,2025-01-27,2,31183,62366,6588,6588,Delivered
6589,3087,324,2024-03-28,1,47416,47416,6589,6589,Delivered
6590,3842,441,2024-09-07,2,20702,41404,6590,6590,Delivered
6591,245,197,2023-08-12,4,43497,173988,6591,6591,Delivered
6592,4595,412,2024-06-16,4,13589,54356,6592,6592,Delivered
6593,3318,277,2023-10-20,5,17130,85650,6593,6593,Delivered
6594,18,423,2023-11-18,1,1382,1382,6594,6594,Shipped
6595,2306,391,2023-03-24,3,29418,88254,6595,6595,Delivered
6596,3372,375,2024-11-26,4,39771,159084,6596,6596,Delivered
6597,1899,421,2023-11-01,1,21615,21615,6597,6597,Delivered
6598,623,386,2024-04-19,2,15753,31506,6598,6598,Delivered
6599,481,195,2024-06-30,3,15793,47379,6599,6599,Delivered
6600,1765,323,2024-01-13,2,40185,80370,6600,6600,Delivered
6601,4585,156,2023-11-27,2,47459,94918,6601,6601,Delivered
6602,957,157,2024-07-17,5,43573,217865,6602,6602,Delivered
6603,2823,40,2025-01-11,2,17867,35734,6603,6603,Shipped
6604,4728,270,2023-06-11,5,24210,121050,6604,6604,Cancelled
6605,1941,103,2024-06-27,1,10069,10069,6605,6605,Delivered
6606,4585,303,2023-04-19,3,22740,68220,6606,6606,Delivered
6607,2266,367,2023-03-01,3,48630,145890,6607,6607,Delivered
6608,589,274,2024-05-01,4,10337,41348,6608,6608,Delivered
6609,4001,272,2023-02-27,2,43569,87138,6609,6609,Cancelled
6610,2804,321,2025-06-08,3,17075,51225,6610,6610,Delivered
6611,4840,335,2024-08-15,5,37812,189060,6611,6611,Delivered
6612,3762,405,2024-06-16,5,16670,83350,6612,6612,Delivered
6613,718,6,2023-01-04,2,34957,69914,6613,6613,Delivered
6614,1288,317,2024-04-28,3,23360,70080,6614,6614,Delivered
6615,4658,398,2025-05-25,4,1201,4804,6615,6615,Delivered
6616,1082,55,2023-10-08,3,15785,47355,6616,6616,Delivered
6617,2941,429,2024-09-16,2,18475,36950,6617,6617,Delivered
6618,4612,135,2025-06-01,4,5659,22636,6618,6618,Delivered
6619,3388,283,2023-07-29,4,43184,172736,6619,6619,Delivered
6620,4327,206,2024-06-13,1,11980,11980,6620,6620,Delivered
6621,56,36,2023-12-06,4,20307,81228,6621,6621,Delivered
6622,920,487,2024-04-21,3,4212,12636,6622,6622,Cancelled
6623,4033,94,2023-11-14,4,31723,126892,6623,6623,Delivered
6624,2905,393,2025-01-29,5,8647,43235,6624,6624,Delivered
6625,2880,131,2025-04-12,3,11158,33474,6625,6625,Cancelled
6626,2231,379,2023-02-12,4,2053,8212,6626,6626,Delivered
6627,4784,220,2023-09-13,3,37393,112179,6627,6627,Delivered
6628,3111,335,2024-03-31,4,10298,41192,6628,6628,Delivered
6629,2435,355,2023-01-23,3,12316,36948,6629,6629,Delivered
6630,2792,479,2023-06-17,2,22084,44168,6630,6630,Delivered
6631,1288,348,2023-02-16,5,30616,153080,6631,6631,Shipped
6632,4414,307,2024-06-21,5,11867,59335,6632,6632,Delivered
6633,3084,53,2023-07-09,3,32216,96648,6633,6633,Shipped
6634,3922,432,2023-11-15,3,47452,142356,6634,6634,Delivered
6635,2670,35,2024-12-26,4,4026,16104,6635,6635,Delivered
6636,726,424,2025-01-13,5,38292,191460,6636,6636,Delivered
6637,29,201,2023-04-18,1,27437,27437,6637,6637,Delivered
6638,3258,168,2023-02-26,2,44950,89900,6638,6638,Delivered
6639,4468,178,2023-08-18,4,47070,188280,6639,6639,Delivered
6640,2774,311,2024-07-17,3,3333,9999,6640,6640,Shipped
6641,1887,108,2025-06-19,3,38428,115284,6641,6641,Delivered
6642,499,294,2024-01-01,4,24282,97128,6642,6642,Cancelled
6643,2119,202,2024-07-30,5,24139,120695,6643,6643,Delivered
6644,1770,356,2025-03-18,2,33224,66448,6644,6644,Delivered
6645,4350,320,2023-11-09,4,46927,187708,6645,6645,Delivered
6646,980,170,2023-07-10,1,8998,8998,6646,6646,Delivered
6647,3084,173,2024-01-17,5,838,4190,6647,6647,Delivered
6648,299,450,2023-02-10,5,47376,236880,6648,6648,Cancelled
6649,3065,408,2024-06-14,2,12826,25652,6649,6649,Delivered
6650,4390,426,2023-12-10,4,19824,79296,6650,6650,Delivered
6651,1810,451,2023-07-27,1,21266,21266,6651,6651,Delivered
6652,2336,270,2025-02-03,3,26483,79449,6652,6652,Delivered
6653,3240,1,2024-12-10,5,33219,166095,6653,6653,Delivered
6654,3548,447,2024-12-08,1,39387,39387,6654,6654,Delivered
6655,4670,407,2025-02-10,1,1166,1166,6655,6655,Delivered
6656,4827,327,2024-01-28,3,45909,137727,6656,6656,Delivered
6657,3725,75,2024-01-25,4,24642,98568,6657,6657,Delivered
6658,2481,404,2023-08-31,3,29472,88416,6658,6658,Delivered
6659,3073,180,2024-01-18,1,9979,9979,6659,6659,Delivered
6660,3644,271,2023-02-13,4,28747,114988,6660,6660,Cancelled
6661,4471,454,2024-01-27,5,3930,19650,6661,6661,Delivered
6662,4038,400,2024-02-10,1,36818,36818,6662,6662,Delivered
6663,1750,426,2023-05-21,1,7073,7073,6663,6663,Delivered
6664,1330,278,2024-11-04,3,16392,49176,6664,6664,Delivered
6665,3846,435,2025-01-02,4,204,816,6665,6665,Delivered
6666,4235,183,2024-09-22,2,49109,98218,6666,6666,Shipped
6667,1373,213,2023-02-11,5,2138,10690,6667,6667,Delivered
6668,2753,491,2024-07-01,1,30405,30405,6668,6668,Delivered
6669,4138,83,2023-05-16,1,4318,4318,6669,6669,Delivered
6670,1552,59,2024-02-15,1,911,911,6670,6670,Cancelled
6671,240,13,2024-08-16,5,26329,131645,6671,6671,Shipped
6672,1019,45,2023-06-09,3,39280,117840,6672,6672,Delivered
6673,655,452,2023-04-14,2,32562,65124,6673,6673,Delivered
6674,1925,289,2025-03-01,5,46506,232530,6674,6674,Delivered
6675,137,428,2025-03-12,5,3242,16210,6675,6675,Delivered
6676,36,475,2024-09-04,4,3823,15292,6676,6676,Delivered
6677,2638,213,2024-12-08,4,28427,113708,6677,6677,Delivered
6678,2000,383,2023-06-03,3,47405,142215,6678,6678,Delivered
6679,3404,87,2025-02-18,5,5406,27030,6679,6679,Delivered
6680,2403,383,2024-02-15,4,6497,25988,6680,6680,Delivered
6681,3251,19,2023-04-24,1,9965,9965,6681,6681,Delivered
6682,4978,172,2023-01-14,4,33871,135484,6682,6682,Delivered
6683,2410,16,2023-02-11,5,9075,45375,6683,6683,Delivered
6684,52,449,2023-12-18,2,17201,34402,6684,6684,Cancelled
6685,3433,366,2023-10-23,3,21514,64542,6685,6685,Delivered
6686,3447,437,2024-03-20,2,20142,40284,6686,6686,Delivered
6687,3000,142,2025-01-16,5,47483,237415,6687,6687,Delivered
6688,1330,289,2023-01-14,1,41402,41402,6688,6688,Shipped
6689,2089,289,2023-03-26,1,48900,48900,6689,6689,Delivered
6690,689,309,2024-08-01,3,441,1323,6690,6690,Delivered
6691,768,423,2024-01-07,1,10526,10526,6691,6691,Delivered
6692,1130,72,2024-05-17,1,37003,37003,6692,6692,Delivered
6693,4082,422,2025-04-16,2,16256,32512,6693,6693,Shipped
6694,3499,420,2024-01-01,1,49424,49424,6694,6694,Delivered
6695,4494,156,2023-02-26,3,15231,45693,6695,6695,Shipped
6696,165,500,2024-04-30,5,5136,25680,6696,6696,Delivered
6697,2643,182,2023-03-09,1,30777,30777,6697,6697,Delivered
6698,4162,346,2025-01-30,3,27984,83952,6698,6698,Delivered
6699,1557,314,2024-08-07,2,29951,59902,6699,6699,Delivered
6700,3914,114,2023-07-17,4,21755,87020,6700,6700,Delivered
6701,4474,55,2023-03-01,4,17621,70484,6701,6701,Delivered
6702,2220,431,2025-03-26,2,38455,76910,6702,6702,Delivered
6703,2235,233,2024-11-17,3,40883,122649,6703,6703,Delivered
6704,3884,277,2024-01-08,2,36574,73148,6704,6704,Delivered
6705,4527,294,2023-10-26,4,43201,172804,6705,6705,Delivered
6706,2084,474,2024-08-16,5,32848,164240,6706,6706,Shipped
6707,1500,236,2023-12-15,1,20055,20055,6707,6707,Delivered
6708,298,447,2024-12-01,5,7851,39255,6708,6708,Cancelled
6709,3969,437,2024-11-12,4,10677,42708,6709,6709,Shipped
6710,976,453,2023-10-06,3,26441,79323,6710,6710,Delivered
6711,828,2,2025-05-20,5,5536,27680,6711,6711,Cancelled
6712,4763,446,2024-10-20,3,7887,23661,6712,6712,Shipped
6713,2639,108,2025-02-28,3,35098,105294,6713,6713,Delivered
6714,2294,494,2023-05-13,3,29890,89670,6714,6714,Delivered
6715,4056,58,2023-04-24,4,37570,150280,6715,6715,Delivered
6716,3608,324,2023-11-17,5,44093,220465,6716,6716,Delivered
6717,341,398,2023-03-29,1,23735,23735,6717,6717,Cancelled
6718,4602,226,2023-05-18,2,3146,6292,6718,6718,Delivered
6719,3200,58,2025-01-21,4,31689,126756,6719,6719,Delivered
6720,325,246,2025-06-03,5,689,3445,6720,6720,Shipped
6721,356,190,2023-06-18,1,10238,10238,6721,6721,Delivered
6722,329,42,2024-08-20,3,13589,40767,6722,6722,Cancelled
6723,1841,131,2024-03-18,5,31263,156315,6723,6723,Delivered
6724,4029,275,2024-06-12,5,38240,191200,6724,6724,Delivered
6725,4969,445,2024-02-16,2,44751,89502,6725,6725,Delivered
6726,1607,306,2025-04-21,1,48004,48004,6726,6726,Delivered
6727,2138,301,2024-12-16,3,28582,85746,6727,6727,Delivered
6728,3853,241,2023-08-29,2,41948,83896,6728,6728,Delivered
6729,3007,44,2025-02-25,4,49434,197736,6729,6729,Delivered
6730,3569,238,2024-06-22,5,18324,91620,6730,6730,Delivered
6731,1485,27,2024-02-06,3,32422,97266,6731,6731,Delivered
6732,1745,122,2024-02-24,5,39481,197405,6732,6732,Delivered
6733,2677,219,2025-05-24,1,29444,29444,6733,6733,Delivered
6734,3066,241,2024-01-17,3,13152,39456,6734,6734,Delivered
6735,1782,402,2024-09-07,5,28305,141525,6735,6735,Delivered
6736,2360,445,2023-06-27,1,27825,27825,6736,6736,Delivered
6737,75,122,2024-05-26,1,27648,27648,6737,6737,Delivered
6738,2216,43,2024-10-16,4,40175,160700,6738,6738,Delivered
6739,3726,458,2024-11-27,2,21600,43200,6739,6739,Delivered
6740,851,173,2023-01-20,3,26337,79011,6740,6740,Cancelled
6741,4772,13,2023-07-24,1,33322,33322,6741,6741,Delivered
6742,2574,453,2023-06-11,5,37570,187850,6742,6742,Shipped
6743,4589,355,2024-09-18,4,43911,175644,6743,6743,Delivered
6744,2613,211,2023-03-21,5,12795,63975,6744,6744,Delivered
6745,2069,47,2024-02-05,5,6812,34060,6745,6745,Shipped
6746,3750,350,2024-09-20,5,20193,100965,6746,6746,Cancelled
6747,2350,426,2023-06-05,3,18586,55758,6747,6747,Delivered
6748,2170,345,2023-08-23,4,36732,146928,6748,6748,Delivered
6749,3065,385,2024-10-24,1,4482,4482,6749,6749,Delivered
6750,4088,204,2024-11-05,1,16557,16557,6750,6750,Delivered
6751,446,276,2024-12-23,3,32881,98643,6751,6751,Delivered
