ShippingID,OrderID,CourierPartner,DispatchDate,DeliveryDate,DeliveryStatus
6069,6069,India Post,2023-10-03,2023-10-06,Shipped
6070,6070,Blue Dart,2023-01-25,2023-01-31,Delivered
6071,6071,DTDC,2024-02-25,2024-02-27,Shipped
6072,6072,India Post,2024-01-02,2024-01-08,Shipped
6073,6073,India Post,2024-10-17,2024-10-24,Delivered
6074,6074,Blue Dart,2024-09-17,2024-09-22,Delivered
6075,6075,Blue Dart,2024-04-28,2024-05-03,Shipped
6076,6076,Ecom Express,2025-06-14,2025-06-16,Delivered
6077,6077,India Post,2024-09-13,2024-09-19,Delivered
6078,6078,Blue Dart,2023-04-12,2023-04-14,Delivered
6079,6079,Ecom Express,2024-03-07,2024-03-10,Delivered
6080,6080,Ecom Express,2024-07-25,2024-07-27,Delivered
6081,6081,Delhivery,2023-05-08,2023-05-12,Shipped
6082,6082,India Post,2024-09-12,2024-09-18,Delivered
6083,6083,Ecom Express,2024-06-29,2024-07-05,Delivered
6084,6084,India Post,2023-08-26,2023-08-31,Delivered
6085,6085,India Post,2023-09-13,2023-09-17,Delivered
6086,6086,Blue Dart,2025-04-19,2025-04-24,Delivered
6087,6087,Ecom Express,2025-04-22,2025-04-29,Shipped
6088,6088,DTDC,2023-06-12,2023-06-17,Delivered
6089,6089,India Post,2025-04-18,2025-04-25,Delivered
6090,6090,Ecom Express,2025-04-24,2025-05-01,Shipped
6091,6091,Ecom Express,2024-03-10,2024-03-13,Shipped
6092,6092,Ecom Express,2024-04-30,2024-05-05,Delivered
6093,6093,DTDC,2023-07-27,2023-07-29,Delivered
6094,6094,Delhivery,2024-05-09,2024-05-11,Delivered
6095,6095,DTDC,2024-01-28,2024-02-04,Cancelled
6096,6096,Delhivery,2024-12-26,2025-01-01,Delivered
6097,6097,Ecom Express,2023-04-04,2023-04-11,Shipped
6098,6098,Ecom Express,2023-08-13,2023-08-16,Delivered
6099,6099,Ecom Express,2025-03-13,2025-03-16,Delivered
6100,6100,Blue Dart,2024-02-24,2024-02-28,Delivered
6101,6101,Blue Dart,2025-05-25,2025-06-01,Shipped
6102,6102,India Post,2024-05-01,2024-05-08,Delivered
6103,6103,India Post,2024-04-11,2024-04-14,Delivered
6104,6104,India Post,2024-01-25,2024-02-01,Cancelled
6105,6105,Ecom Express,2024-02-08,2024-02-13,Delivered
6106,6106,India Post,2025-03-12,2025-03-16,Delivered
6107,6107,Delhivery,2025-05-26,2025-06-01,Delivered
6108,6108,Ecom Express,2025-03-01,2025-03-04,Delivered
6109,6109,Ecom Express,2024-03-31,2024-04-02,Delivered
6110,6110,Delhivery,2024-06-06,2024-06-11,Shipped
6111,6111,India Post,2025-03-17,2025-03-19,Delivered
6112,6112,Delhivery,2023-12-01,2023-12-06,Delivered
6113,6113,Blue Dart,2023-04-27,2023-04-29,Delivered
6114,6114,Blue Dart,2023-09-28,2023-10-05,Delivered
6115,6115,Ecom Express,2023-10-19,2023-10-23,Delivered
6116,6116,DTDC,2024-11-02,2024-11-05,Delivered
6117,6117,DTDC,2024-11-30,2024-12-07,Cancelled
6118,6118,Blue Dart,2025-06-17,2025-06-23,Delivered
6119,6119,Blue Dart,2023-10-29,2023-11-04,Delivered
6120,6120,Delhivery,2023-02-25,2023-02-28,Delivered
6121,6121,Blue Dart,2024-06-17,2024-06-24,Delivered
6122,6122,Delhivery,2024-11-20,2024-11-26,Delivered
6123,6123,Delhivery,2023-10-06,2023-10-10,Delivered
6124,6124,Ecom Express,2025-06-16,2025-06-23,Delivered
6125,6125,DTDC,2023-06-26,2023-07-02,Delivered
6126,6126,Delhivery,2023-03-28,2023-04-02,Delivered
6127,6127,India Post,2023-12-08,2023-12-10,Delivered
6128,6128,DTDC,2024-07-26,2024-08-02,Delivered
6129,6129,Ecom Express,2024-02-22,2024-02-27,Delivered
6130,6130,DTDC,2024-10-31,2024-11-03,Delivered
6131,6131,Blue Dart,2024-04-27,2024-05-04,Delivered
6132,6132,Blue Dart,2024-08-27,2024-09-03,Shipped
6133,6133,DTDC,2024-09-29,2024-10-04,Delivered
6134,6134,DTDC,2024-04-28,2024-05-05,Shipped
6135,6135,India Post,2023-01-08,2023-01-11,Delivered
6136,6136,Delhivery,2023-05-20,2023-05-24,Delivered
6137,6137,Blue Dart,2023-05-25,2023-05-31,Delivered
6138,6138,Ecom Express,2023-06-27,2023-06-30,Delivered
6139,6139,DTDC,2023-01-19,2023-01-23,Cancelled
6140,6140,DTDC,2023-05-05,2023-05-11,Delivered
6141,6141,Blue Dart,2023-07-15,2023-07-21,Delivered
6142,6142,Delhivery,2023-02-22,2023-03-01,Delivered
6143,6143,Delhivery,2023-02-20,2023-02-24,Shipped
6144,6144,DTDC,2024-09-15,2024-09-17,Delivered
6145,6145,Blue Dart,2023-04-26,2023-05-01,Shipped
6146,6146,DTDC,2023-01-12,2023-01-17,Delivered
6147,6147,DTDC,2023-10-13,2023-10-17,Delivered
6148,6148,Ecom Express,2025-02-02,2025-02-07,Delivered
6149,6149,Ecom Express,2024-04-23,2024-04-27,Delivered
6150,6150,India Post,2023-05-28,2023-06-04,Delivered
6151,6151,India Post,2023-02-16,2023-02-19,Delivered
6152,6152,Ecom Express,2024-11-10,2024-11-17,Shipped
6153,6153,Delhivery,2023-01-10,2023-01-12,Delivered
6154,6154,Ecom Express,2024-04-22,2024-04-26,Shipped
6155,6155,DTDC,2023-07-08,2023-07-14,Delivered
6156,6156,India Post,2024-07-14,2024-07-19,Delivered
6157,6157,Blue Dart,2025-04-26,2025-04-28,Delivered
6158,6158,Ecom Express,2025-02-23,2025-03-02,Delivered
6159,6159,India Post,2024-10-01,2024-10-06,Delivered
6160,6160,Delhivery,2024-07-08,2024-07-13,Delivered
6161,6161,India Post,2023-11-23,2023-11-27,Delivered
6162,6162,Delhivery,2025-02-01,2025-02-04,Delivered
6163,6163,Ecom Express,2023-03-08,2023-03-12,Delivered
6164,6164,India Post,2024-02-27,2024-03-01,Delivered
6165,6165,Delhivery,2024-12-23,2024-12-30,Delivered
6166,6166,DTDC,2023-03-10,2023-03-17,Delivered
6167,6167,Blue Dart,2024-05-30,2024-06-06,Delivered
6168,6168,Blue Dart,2025-05-31,2025-06-03,Delivered
6169,6169,Ecom Express,2023-11-18,2023-11-22,Delivered
6170,6170,Blue Dart,2024-06-03,2024-06-05,Delivered
6171,6171,Ecom Express,2024-04-09,2024-04-16,Delivered
6172,6172,India Post,2023-08-02,2023-08-09,Shipped
6173,6173,Delhivery,2024-07-18,2024-07-23,Delivered
6174,6174,DTDC,2023-10-20,2023-10-26,Delivered
6175,6175,India Post,2024-03-08,2024-03-14,Delivered
6176,6176,Delhivery,2024-06-10,2024-06-12,Delivered
6177,6177,India Post,2023-06-29,2023-07-06,Delivered
6178,6178,Ecom Express,2024-03-15,2024-03-20,Delivered
6179,6179,Ecom Express,2023-05-22,2023-05-26,Delivered
6180,6180,Delhivery,2024-03-24,2024-03-31,Delivered
6181,6181,Blue Dart,2025-04-08,2025-04-13,Delivered
6182,6182,India Post,2024-10-30,2024-11-04,Delivered
6183,6183,Ecom Express,2023-03-05,2023-03-08,Delivered
6184,6184,Blue Dart,2024-09-29,2024-10-05,Shipped
6185,6185,DTDC,2023-09-15,2023-09-17,Delivered
6186,6186,Ecom Express,2024-10-13,2024-10-16,Shipped
6187,6187,Delhivery,2023-10-14,2023-10-21,Shipped
6188,6188,Blue Dart,2023-02-27,2023-03-05,Delivered
6189,6189,India Post,2023-11-03,2023-11-05,Delivered
6190,6190,Blue Dart,2023-05-05,2023-05-12,Delivered
6191,6191,India Post,2024-11-20,2024-11-24,Delivered
6192,6192,Blue Dart,2024-09-23,2024-09-25,Delivered
6193,6193,Blue Dart,2025-02-15,2025-02-17,Delivered
6194,6194,DTDC,2025-03-18,2025-03-22,Delivered
6195,6195,Blue Dart,2025-01-20,2025-01-23,Shipped
6196,6196,Ecom Express,2023-06-03,2023-06-06,Delivered
6197,6197,DTDC,2024-12-22,2024-12-24,Delivered
6198,6198,Blue Dart,2024-05-29,2024-05-31,Delivered
6199,6199,DTDC,2024-02-23,2024-02-28,Shipped
6200,6200,Delhivery,2025-01-23,2025-01-30,Delivered
6201,6201,Ecom Express,2024-07-24,2024-07-28,Delivered
6202,6202,India Post,2025-02-04,2025-02-10,Delivered
6203,6203,Blue Dart,2024-02-14,2024-02-16,Shipped
6204,6204,Delhivery,2023-05-10,2023-05-14,Delivered
6205,6205,Ecom Express,2024-05-10,2024-05-17,Delivered
6206,6206,Delhivery,2024-08-16,2024-08-23,Cancelled
6207,6207,Ecom Express,2024-09-25,2024-09-27,Delivered
6208,6208,DTDC,2023-12-29,2024-01-05,Delivered
6209,6209,Delhivery,2024-09-21,2024-09-28,Shipped
6210,6210,India Post,2025-01-29,2025-02-02,Delivered
6211,6211,Blue Dart,2023-08-25,2023-08-29,Delivered
6212,6212,DTDC,2023-04-18,2023-04-23,Delivered
6213,6213,India Post,2024-08-10,2024-08-15,Delivered
6214,6214,Delhivery,2025-01-02,2025-01-04,Delivered
6215,6215,DTDC,2023-05-26,2023-05-31,Delivered
6216,6216,Blue Dart,2023-02-26,2023-03-04,Delivered
6217,6217,Blue Dart,2024-03-24,2024-03-27,Delivered
6218,6218,Ecom Express,2025-01-11,2025-01-16,Delivered
6219,6219,India Post,2023-12-12,2023-12-17,Delivered
6220,6220,DTDC,2024-03-30,2024-04-04,Delivered
6221,6221,Delhivery,2023-10-02,2023-10-05,Delivered
6222,6222,Delhivery,2025-06-08,2025-06-12,Delivered
6223,6223,DTDC,2023-03-28,2023-03-30,Cancelled
6224,6224,Delhivery,2023-02-07,2023-02-12,Delivered
6225,6225,India Post,2025-04-19,2025-04-22,Shipped
6226,6226,India Post,2024-05-30,2024-06-05,Delivered
6227,6227,Ecom Express,2023-06-09,2023-06-11,Delivered
6228,6228,Ecom Express,2024-06-24,2024-07-01,Shipped
6229,6229,Blue Dart,2023-02-04,2023-02-06,Shipped
6230,6230,India Post,2024-07-04,2024-07-08,Delivered
6231,6231,Delhivery,2023-04-07,2023-04-14,Delivered
6232,6232,India Post,2023-09-18,2023-09-21,Delivered
6233,6233,Ecom Express,2024-10-13,2024-10-16,Delivered
6234,6234,Ecom Express,2023-06-22,2023-06-27,Cancelled
6235,6235,Ecom Express,2023-04-06,2023-04-12,Delivered
6236,6236,DTDC,2024-01-06,2024-01-08,Delivered
6237,6237,Blue Dart,2024-06-22,2024-06-26,Delivered
6238,6238,Delhivery,2024-10-30,2024-11-02,Delivered
6239,6239,India Post,2024-11-12,2024-11-18,Delivered
6240,6240,Delhivery,2025-06-14,2025-06-16,Delivered
6241,6241,Ecom Express,2023-01-31,2023-02-03,Shipped
6242,6242,Ecom Express,2025-05-31,2025-06-02,Delivered
6243,6243,Delhivery,2025-01-19,2025-01-22,Cancelled
6244,6244,Ecom Express,2023-03-11,2023-03-13,Delivered
6245,6245,Ecom Express,2024-02-08,2024-02-10,Shipped
6246,6246,Delhivery,2025-02-22,2025-02-25,Shipped
6247,6247,Delhivery,2025-01-22,2025-01-29,Delivered
6248,6248,Ecom Express,2025-01-03,2025-01-05,Delivered
6249,6249,Ecom Express,2024-09-29,2024-10-05,Delivered
6250,6250,India Post,2023-05-20,2023-05-25,Delivered
6251,6251,Blue Dart,2023-03-15,2023-03-19,Shipped
6252,6252,Blue Dart,2024-11-19,2024-11-26,Delivered
6253,6253,India Post,2025-02-03,2025-02-06,Delivered
6254,6254,Delhivery,2024-05-22,2024-05-24,Delivered
6255,6255,Ecom Express,2025-04-09,2025-04-14,Shipped
6256,6256,DTDC,2023-12-15,2023-12-18,Delivered
6257,6257,DTDC,2024-02-16,2024-02-23,Delivered
6258,6258,Ecom Express,2024-04-24,2024-05-01,Delivered
6259,6259,Ecom Express,2024-03-08,2024-03-11,Delivered
6260,6260,DTDC,2024-10-07,2024-10-12,Delivered
6261,6261,Delhivery,2023-10-15,2023-10-21,Delivered
6262,6262,DTDC,2023-11-17,2023-11-21,Delivered
6263,6263,Ecom Express,2023-06-22,2023-06-26,Delivered
6264,6264,Ecom Express,2023-08-02,2023-08-05,Delivered
6265,6265,Delhivery,2023-08-12,2023-08-17,Delivered
6266,6266,Ecom Express,2025-03-14,2025-03-16,Delivered
6267,6267,DTDC,2023-02-21,2023-02-27,Delivered
6268,6268,India Post,2023-02-08,2023-02-11,Delivered
6269,6269,India Post,2024-08-06,2024-08-13,Delivered
6270,6270,DTDC,2023-04-25,2023-04-27,Delivered
6271,6271,Blue Dart,2024-02-12,2024-02-14,Shipped
6272,6272,Ecom Express,2024-03-22,2024-03-24,Delivered
6273,6273,Delhivery,2024-12-23,2024-12-29,Shipped
6274,6274,Ecom Express,2025-05-05,2025-05-09,Shipped
6275,6275,Blue Dart,2023-04-11,2023-04-17,Delivered
6276,6276,Blue Dart,2024-01-31,2024-02-07,Delivered
6277,6277,India Post,2025-03-17,2025-03-22,Delivered
6278,6278,Ecom Express,2024-01-29,2024-02-04,Delivered
6279,6279,Blue Dart,2024-05-03,2024-05-06,Delivered
6280,6280,Blue Dart,2024-09-24,2024-09-29,Delivered
6281,6281,DTDC,2023-12-02,2023-12-07,Delivered
6282,6282,India Post,2025-04-10,2025-04-15,Delivered
6283,6283,DTDC,2024-07-08,2024-07-15,Delivered
6284,6284,DTDC,2025-01-06,2025-01-13,Delivered
6285,6285,Delhivery,2024-10-30,2024-11-02,Shipped
6286,6286,Blue Dart,2024-11-12,2024-11-19,Delivered
6287,6287,Delhivery,2024-08-15,2024-08-17,Delivered
6288,6288,Blue Dart,2023-12-31,2024-01-05,Delivered
6289,6289,Delhivery,2023-09-27,2023-10-01,Shipped
6290,6290,India Post,2025-04-24,2025-04-26,Delivered
6291,6291,DTDC,2025-03-03,2025-03-08,Shipped
6292,6292,DTDC,2023-07-16,2023-07-21,Delivered
6293,6293,DTDC,2024-05-18,2024-05-23,Cancelled
6294,6294,India Post,2025-06-02,2025-06-05,Delivered
6295,6295,Ecom Express,2023-02-01,2023-02-06,Delivered
6296,6296,Delhivery,2025-04-07,2025-04-13,Delivered
6297,6297,India Post,2023-07-22,2023-07-29,Delivered
6298,6298,Delhivery,2023-09-16,2023-09-19,Shipped
6299,6299,DTDC,2025-03-18,2025-03-21,Delivered
6300,6300,Blue Dart,2023-10-02,2023-10-06,Delivered
6301,6301,DTDC,2024-07-17,2024-07-20,Delivered
6302,6302,India Post,2025-02-01,2025-02-03,Delivered
6303,6303,Ecom Express,2024-06-28,2024-07-04,Shipped
6304,6304,DTDC,2023-09-21,2023-09-24,Delivered
6305,6305,India Post,2024-12-11,2024-12-18,Delivered
6306,6306,Delhivery,2023-05-01,2023-05-03,Cancelled
6307,6307,Delhivery,2023-03-30,2023-04-05,Delivered
6308,6308,Blue Dart,2024-04-18,2024-04-22,Delivered
6309,6309,Ecom Express,2024-01-19,2024-01-25,Delivered
6310,6310,Blue Dart,2024-03-02,2024-03-06,Delivered
6311,6311,DTDC,2025-01-26,2025-02-02,Delivered
6312,6312,Blue Dart,2023-07-12,2023-07-17,Delivered
6313,6313,India Post,2023-12-25,2023-12-31,Delivered
6314,6314,Ecom Express,2023-05-15,2023-05-21,Delivered
6315,6315,Blue Dart,2023-08-25,2023-08-29,Delivered
6316,6316,DTDC,2024-10-28,2024-10-31,Delivered
6317,6317,Ecom Express,2025-05-07,2025-05-13,Cancelled
6318,6318,India Post,2023-10-31,2023-11-06,Delivered
6319,6319,Delhivery,2024-12-18,2024-12-24,Delivered
6320,6320,India Post,2024-07-11,2024-07-14,Delivered
6321,6321,Ecom Express,2023-10-12,2023-10-19,Shipped
6322,6322,DTDC,2025-04-27,2025-05-04,Delivered
6323,6323,India Post,2024-01-26,2024-02-02,Delivered
6324,6324,Blue Dart,2023-09-16,2023-09-20,Delivered
6325,6325,India Post,2023-08-20,2023-08-25,Delivered
6326,6326,Delhivery,2024-02-08,2024-02-12,Delivered
6327,6327,Delhivery,2024-03-06,2024-03-13,Delivered
6328,6328,Ecom Express,2024-12-01,2024-12-07,Delivered
6329,6329,Ecom Express,2023-08-22,2023-08-29,Shipped
6330,6330,DTDC,2023-06-05,2023-06-12,Delivered
6331,6331,India Post,2025-04-29,2025-05-02,Cancelled
6332,6332,Ecom Express,2023-04-17,2023-04-19,Delivered
6333,6333,DTDC,2024-03-04,2024-03-09,Delivered
6334,6334,Delhivery,2024-02-09,2024-02-14,Shipped
6335,6335,DTDC,2024-05-16,2024-05-22,Delivered
6336,6336,Delhivery,2024-04-04,2024-04-06,Shipped
6337,6337,Blue Dart,2023-01-02,2023-01-07,Delivered
6338,6338,Delhivery,2024-02-05,2024-02-10,Delivered
6339,6339,India Post,2024-08-18,2024-08-24,Delivered
6340,6340,Ecom Express,2023-10-02,2023-10-07,Shipped
6341,6341,Ecom Express,2023-04-17,2023-04-24,Delivered
6342,6342,India Post,2025-03-13,2025-03-17,Delivered
6343,6343,Delhivery,2023-09-26,2023-10-03,Delivered
6344,6344,Blue Dart,2024-05-19,2024-05-23,Delivered
6345,6345,Ecom Express,2025-03-04,2025-03-09,Delivered
6346,6346,DTDC,2025-06-07,2025-06-14,Delivered
6347,6347,DTDC,2024-05-12,2024-05-15,Cancelled
6348,6348,Ecom Express,2025-03-03,2025-03-06,Delivered
6349,6349,Delhivery,2023-05-05,2023-05-11,Shipped
6350,6350,DTDC,2024-05-21,2024-05-27,Delivered
6351,6351,Ecom Express,2023-06-17,2023-06-22,Delivered
6352,6352,Blue Dart,2024-06-24,2024-06-27,Cancelled
6353,6353,India Post,2023-12-14,2023-12-19,Shipped
6354,6354,Delhivery,2024-03-16,2024-03-18,Delivered
6355,6355,Ecom Express,2023-09-06,2023-09-12,Delivered
6356,6356,India Post,2024-01-21,2024-01-28,Delivered
6357,6357,India Post,2023-06-02,2023-06-07,Shipped
6358,6358,Delhivery,2025-04-08,2025-04-11,Delivered
6359,6359,Blue Dart,2024-06-03,2024-06-05,Delivered
6360,6360,Ecom Express,2024-01-18,2024-01-21,Delivered
6361,6361,Blue Dart,2024-02-13,2024-02-17,Delivered
6362,6362,India Post,2023-02-10,2023-02-15,Delivered
6363,6363,India Post,2023-11-06,2023-11-08,Delivered
6364,6364,Delhivery,2024-12-13,2024-12-15,Delivered
6365,6365,Delhivery,2023-08-16,2023-08-20,Shipped
6366,6366,DTDC,2025-05-14,2025-05-17,Delivered
6367,6367,Delhivery,2023-03-20,2023-03-22,Delivered
6368,6368,Blue Dart,2025-02-16,2025-02-23,Delivered
6369,6369,Delhivery,2024-05-29,2024-06-02,Shipped
6370,6370,India Post,2023-02-19,2023-02-23,Delivered
6371,6371,India Post,2025-05-26,2025-06-01,Delivered
6372,6372,Blue Dart,2024-04-14,2024-04-19,Delivered
6373,6373,Blue Dart,2023-01-07,2023-01-14,Shipped
6374,6374,Ecom Express,2023-09-28,2023-10-03,Delivered
6375,6375,Ecom Express,2023-12-31,2024-01-03,Delivered
6376,6376,Blue Dart,2023-04-13,2023-04-20,Delivered
6377,6377,India Post,2025-03-03,2025-03-05,Delivered
6378,6378,Blue Dart,2024-12-24,2024-12-28,Delivered
6379,6379,Ecom Express,2024-07-25,2024-07-29,Delivered
6380,6380,Ecom Express,2023-12-02,2023-12-07,Shipped
6381,6381,Blue Dart,2023-11-09,2023-11-14,Delivered
6382,6382,Delhivery,2024-07-30,2024-08-06,Delivered
6383,6383,DTDC,2023-08-27,2023-08-31,Delivered
6384,6384,Blue Dart,2023-06-29,2023-07-02,Delivered
6385,6385,DTDC,2023-12-19,2023-12-21,Delivered
6386,6386,India Post,2023-10-29,2023-11-04,Delivered
6387,6387,Ecom Express,2024-07-15,2024-07-19,Delivered
6388,6388,Blue Dart,2023-03-12,2023-03-18,Delivered
6389,6389,Blue Dart,2025-06-11,2025-06-13,Delivered
6390,6390,Ecom Express,2023-10-31,2023-11-07,Delivered
6391,6391,DTDC,2024-05-11,2024-05-17,Delivered
6392,6392,Ecom Express,2024-10-28,2024-11-02,Delivered
6393,6393,Blue Dart,2025-05-16,2025-05-22,Cancelled
6394,6394,DTDC,2023-07-14,2023-07-18,Delivered
6395,6395,Delhivery,2024-12-26,2024-12-28,Delivered
6396,6396,DTDC,2024-04-05,2024-04-10,Delivered
6397,6397,DTDC,2023-04-07,2023-04-13,Delivered
6398,6398,DTDC,2024-08-06,2024-08-08,Delivered
6399,6399,Delhivery,2024-05-10,2024-05-15,Shipped
6400,6400,DTDC,2024-07-24,2024-07-27,Delivered
6401,6401,Delhivery,2023-06-04,2023-06-08,Delivered
6402,6402,Ecom Express,2024-10-28,2024-10-30,Delivered
6403,6403,India Post,2023-11-19,2023-11-24,Cancelled
6404,6404,DTDC,2024-08-11,2024-08-14,Delivered
6405,6405,Ecom Express,2023-05-02,2023-05-09,Shipped
6406,6406,India Post,2023-01-22,2023-01-28,Delivered
6407,6407,DTDC,2023-10-24,2023-10-30,Delivered
6408,6408,India Post,2025-03-08,2025-03-13,Delivered
6409,6409,India Post,2023-07-25,2023-07-30,Delivered
6410,6410,India Post,2023-07-27,2023-08-03,Shipped
6411,6411,DTDC,2024-02-22,2024-02-26,Delivered
6412,6412,DTDC,2023-04-04,2023-04-10,Delivered
6413,6413,DTDC,2024-04-06,2024-04-08,Delivered
6414,6414,India Post,2025-06-15,2025-06-18,Delivered
6415,6415,Blue Dart,2023-05-20,2023-05-25,Delivered
6416,6416,Ecom Express,2024-05-07,2024-05-10,Delivered
6417,6417,DTDC,2024-11-14,2024-11-17,Delivered
6418,6418,Delhivery,2024-11-22,2024-11-25,Delivered
6419,6419,Blue Dart,2025-04-15,2025-04-18,Delivered
6420,6420,Ecom Express,2025-04-09,2025-04-12,Delivered
6421,6421,DTDC,2025-05-29,2025-05-31,Delivered
6422,6422,DTDC,2024-10-12,2024-10-18,Delivered
6423,6423,Delhivery,2023-01-30,2023-02-03,Delivered
6424,6424,Blue Dart,2025-01-29,2025-02-01,Shipped
6425,6425,Ecom Express,2023-04-22,2023-04-26,Delivered
6426,6426,Blue Dart,2025-05-12,2025-05-17,Delivered
6427,6427,DTDC,2025-04-08,2025-04-13,Delivered
6428,6428,Blue Dart,2024-03-21,2024-03-25,Shipped
6429,6429,DTDC,2023-09-04,2023-09-10,Delivered
6430,6430,Blue Dart,2023-01-31,2023-02-07,Delivered
6431,6431,India Post,2023-02-27,2023-03-02,Delivered
6432,6432,India Post,2025-06-19,2025-06-23,Delivered
6433,6433,Ecom Express,2023-01-07,2023-01-14,Shipped
6434,6434,Ecom Express,2023-02-13,2023-02-18,Shipped
6435,6435,India Post,2025-04-25,2025-05-01,Delivered
6436,6436,Delhivery,2024-07-19,2024-07-21,Shipped
6437,6437,India Post,2024-03-15,2024-03-21,Shipped
6438,6438,DTDC,2023-09-17,2023-09-21,Delivered
6439,6439,Ecom Express,2024-03-20,2024-03-24,Shipped
6440,6440,DTDC,2023-10-18,2023-10-25,Delivered
6441,6441,India Post,2025-02-17,2025-02-22,Delivered
6442,6442,DTDC,2023-03-19,2023-03-26,Delivered
6443,6443,Delhivery,2025-02-18,2025-02-23,Delivered
6444,6444,India Post,2024-01-20,2024-01-23,Shipped
6445,6445,India Post,2025-05-15,2025-05-18,Delivered
6446,6446,Delhivery,2025-02-19,2025-02-21,Delivered
6447,6447,Delhivery,2023-10-21,2023-10-25,Delivered
6448,6448,Delhivery,2025-06-09,2025-06-11,Delivered
6449,6449,Delhivery,2025-04-11,2025-04-14,Delivered
6450,6450,DTDC,2023-12-07,2023-12-12,Delivered
6451,6451,DTDC,2023-09-28,2023-10-03,Delivered
6452,6452,India Post,2024-01-02,2024-01-04,Delivered
6453,6453,DTDC,2023-05-21,2023-05-27,Delivered
6454,6454,Ecom Express,2024-11-26,2024-11-30,Delivered
6455,6455,India Post,2023-11-06,2023-11-12,Delivered
6456,6456,Ecom Express,2025-05-14,2025-05-17,Delivered
6457,6457,India Post,2025-06-02,2025-06-06,Delivered
6458,6458,Ecom Express,2024-01-30,2024-02-03,Delivered
6459,6459,DTDC,2023-11-06,2023-11-08,Delivered
6460,6460,Delhivery,2024-12-15,2024-12-18,Shipped
6461,6461,Blue Dart,2023-03-03,2023-03-06,Delivered
6462,6462,Ecom Express,2024-01-08,2024-01-11,Delivered
6463,6463,India Post,2023-10-28,2023-10-30,Delivered
6464,6464,Ecom Express,2024-04-30,2024-05-03,Shipped
6465,6465,India Post,2025-05-08,2025-05-11,Delivered
6466,6466,DTDC,2023-06-18,2023-06-21,Shipped
6467,6467,Delhivery,2023-06-06,2023-06-08,Delivered
6468,6468,Ecom Express,2025-05-16,2025-05-20,Delivered
6469,6469,DTDC,2024-08-18,2024-08-25,Delivered
6470,6470,DTDC,2024-02-06,2024-02-13,Shipped
6471,6471,Ecom Express,2023-08-20,2023-08-26,Delivered
6472,6472,Ecom Express,2023-12-18,2023-12-23,Delivered
6473,6473,Blue Dart,2023-03-07,2023-03-10,Shipped
6474,6474,Blue Dart,2023-10-15,2023-10-21,Delivered
6475,6475,Blue Dart,2024-05-14,2024-05-16,Delivered
6476,6476,Ecom Express,2023-08-07,2023-08-12,Delivered
6477,6477,Delhivery,2024-12-15,2024-12-20,Delivered
6478,6478,DTDC,2024-06-02,2024-06-06,Delivered
6479,6479,India Post,2024-06-12,2024-06-15,Shipped
6480,6480,India Post,2023-02-03,2023-02-09,Delivered
6481,6481,Delhivery,2023-12-06,2023-12-08,Delivered
6482,6482,Blue Dart,2025-05-07,2025-05-13,Delivered
6483,6483,Blue Dart,2023-10-31,2023-11-07,Delivered
6484,6484,Blue Dart,2025-04-22,2025-04-25,Delivered
6485,6485,DTDC,2023-04-07,2023-04-14,Delivered
6486,6486,Ecom Express,2024-07-27,2024-07-31,Shipped
6487,6487,DTDC,2023-06-11,2023-06-17,Delivered
6488,6488,Blue Dart,2024-06-30,2024-07-07,Delivered
6489,6489,Delhivery,2023-02-07,2023-02-11,Delivered
6490,6490,DTDC,2023-03-06,2023-03-13,Delivered
6491,6491,India Post,2023-02-12,2023-02-18,Delivered
6492,6492,India Post,2023-08-18,2023-08-21,Delivered
6493,6493,India Post,2023-05-13,2023-05-20,Delivered
6494,6494,India Post,2023-12-11,2023-12-16,Shipped
6495,6495,India Post,2024-01-08,2024-01-12,Delivered
6496,6496,Ecom Express,2023-05-12,2023-05-15,Delivered
6497,6497,DTDC,2024-03-08,2024-03-15,Delivered
6498,6498,Ecom Express,2023-12-09,2023-12-11,Shipped
6499,6499,Ecom Express,2023-04-28,2023-04-30,Delivered
6500,6500,Delhivery,2023-08-21,2023-08-28,Delivered
6501,6501,Blue Dart,2024-08-17,2024-08-20,Shipped
6502,6502,Delhivery,2023-06-27,2023-06-29,Delivered
6503,6503,Blue Dart,2024-10-14,2024-10-21,Delivered
6504,6504,DTDC,2025-01-13,2025-01-20,Shipped
6505,6505,Blue Dart,2023-11-27,2023-12-04,Cancelled
6506,6506,Ecom Express,2023-11-29,2023-12-04,Delivered
6507,6507,Blue Dart,2023-08-25,2023-08-29,Delivered
6508,6508,Ecom Express,2025-05-13,2025-05-19,Delivered
6509,6509,DTDC,2023-03-13,2023-03-16,Delivered
6510,6510,Delhivery,2024-01-10,2024-01-13,Delivered
6511,6511,Delhivery,2023-02-14,2023-02-21,Delivered
6512,6512,DTDC,2024-04-21,2024-04-28,Delivered
6513,6513,India Post,2025-01-09,2025-01-11,Delivered
6514,6514,DTDC,2023-03-26,2023-04-01,Delivered
6515,6515,Delhivery,2024-03-06,2024-03-11,Delivered
6516,6516,Blue Dart,2025-01-19,2025-01-26,Delivered
6517,6517,Blue Dart,2024-05-09,2024-05-11,Delivered
6518,6518,Blue Dart,2024-11-17,2024-11-21,Shipped
6519,6519,DTDC,2023-06-01,2023-06-08,Shipped
6520,6520,India Post,2023-12-10,2023-12-13,Delivered
